,종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액,EPS,PER,BPS,PBR,주당배당금,배당수익률
380,012610,경인양행,KOSPI,화학,7080,-30,-0.42,292236664200,344.0,20.58,5357.0,1.32,50,0.71
381,084010,대한제강,KOSPI,철강금속,11700,-300,-2.5,288366787800,1340.0,8.73,18665.0,0.63,200,1.71
382,306200,세아제강,KOSPI,철강금속,100500,-500,-0.5,285048150000,8768.0,11.46,201388.0,0.5,2000,1.99
383,091810,티웨이항공,KOSPI,운수창고업,2580,5,0.19,284652119820,,,2357.0,1.09,0,0.0
384,079980,휴비스,KOSPI,화학,8190,-50,-0.61,282555000000,,,11407.0,0.72,150,1.83
385,002150,도화엔지니어링,KOSPI,서비스업,8370,0,0.0,282236400000,519.0,16.13,7490.0,1.12,250,2.99
386,004360,세방,KOSPI,운수창고업,14600,2200,17.74,281906874000,240.0,60.83,35497.0,0.41,175,1.2
387,033530,세종공업,KOSPI,운수장비,10050,650,6.91,279039214800,257.0,39.11,16554.0,0.61,50,0.5
388,004310,현대약품,KOSPI,의약품,8650,-490,-5.36,276800000000,42.0,205.95,2737.0,3.16,45,0.52
389,002100,경농,KOSPI,화학,12650,0,0.0,274400637500,254.0,49.8,8484.0,1.49,220,1.74
390,015860,일진홀딩스,KOSPI,기타금융,5560,-110,-1.94,274372005480,274.0,20.29,5815.0,0.96,100,1.8
391,298690,에어부산,KOSPI,운수창고업,3340,-50,-1.47,274113800000,,,1862.0,1.79,0,0.0
392,082740,HSD엔진,KOSPI,기계,8260,-320,-3.73,272143392920,,,5722.0,1.44,0,0.0
393,267850,아시아나IDT,KOSPI,서비스업,24500,-900,-3.54,271950000000,,,12737.0,1.92,500,2.04
394,013580,계룡건설,KOSPI,건설업,30300,-50,-0.16,270606482100,8363.0,3.62,50766.0,0.6,600,1.98
395,001130,대한제분,KOSPI,음식료품,159500,0,0.0,269555000000,10196.0,15.64,449614.0,0.35,2000,1.25
396,007340,디티알오토모티브,KOSPI,전기전자,26900,500,1.89,268838734500,7539.0,3.57,60240.0,0.45,1500,5.58
397,017180,명문제약,KOSPI,의약품,7860,-460,-5.53,266874148440,,,2912.0,2.7,0,0.0
398,029530,신도리코,KOSPI,전기전자,26400,750,2.92,266112765600,1473.0,17.92,86372.0,0.31,1000,3.79
399,025000,KPX케미칼,KOSPI,화학,54800,-800,-1.44,265232000000,8571.0,6.39,96367.0,0.57,2500,4.56
400,001940,KISCO홀딩스,KOSPI,철강금속,14250,-300,-2.06,263288415000,2909.0,4.9,44246.0,0.32,280,1.96
401,101060,SBS미디어홀딩스,KOSPI,서비스업,1875,-20,-1.06,262305356250,,,4162.0,0.45,0,0.0
402,008700,아남전자,KOSPI,전기전자,3355,80,2.44,258753771100,12.0,279.58,748.0,4.49,0,0.0
403,002810,삼영무역,KOSPI,유통업,14000,0,0.0,258537272000,1987.0,7.05,19563.0,0.72,350,2.5
404,248170,샘표식품,KOSPI,음식료품,56300,900,1.62,257194501800,5872.0,9.59,34375.0,1.64,200,0.36
405,016590,신대양제지,KOSPI,종이목재,63700,-1000,-1.55,256697113400,13849.0,4.6,103836.0,0.61,625,0.98
406,044450,KSS해운,KOSPI,운수창고업,11050,150,1.38,256203974000,1034.0,10.69,12026.0,0.92,270,2.44
407,031440,신세계푸드,KOSPI,서비스업,66000,-300,-0.45,255583680000,1124.0,58.72,81369.0,0.81,750,1.14
408,000430,대원강업,KOSPI,운수장비,4105,145,3.66,254510000000,258.0,15.91,7743.0,0.53,115,2.8
409,005390,신성통상,KOSPI,유통업,1755,15,0.86,252208224450,51.0,34.41,1652.0,1.06,0,0.0
410,101140,인바이오젠,KOSPI,유통업,4885,-80,-1.61,251877424345,410.0,11.91,1664.0,2.94,0,0.0
411,092230,KPX홀딩스,KOSPI,화학,59200,-800,-1.33,250099043200,8406.0,7.04,149477.0,0.4,2600,4.39
412,036580,팜스코,KOSPI,음식료품,6800,-20,-0.29,249750012400,,,7977.0,0.85,50,0.74
413,037710,광주신세계,KOSPI,유통업,156000,2000,1.3,249600000000,29953.0,5.21,413244.0,0.38,3500,2.24
414,005720,넥센,KOSPI,화학,4655,155,3.44,249247212935,1055.0,4.41,18028.0,0.26,80,1.72
415,004380,삼익THK,KOSPI,기계,11850,-250,-2.07,248850000000,158.0,75.0,8969.0,1.32,150,1.27
416,094280,효성ITX,KOSPI,서비스업,21500,-350,-1.6,248501300000,899.0,23.92,4162.0,5.17,500,2.33
417,229640,LS전선아시아,KOSPI,기타금융,8030,-270,-3.25,245917778370,523.0,15.35,4591.0,1.75,180,2.24
418,036530,S&T홀딩스,KOSPI,기타금융,15000,400,2.74,244558290000,4072.0,3.68,46992.0,0.32,500,3.33
419,308170,센트랄모텍,KOSPI,운수장비,28250,-750,-2.59,243232500000,782.0,36.13,11636.0,2.43,0,0.0
420,144620,코오롱머티리얼,KOSPI,화학,3520,-90,-2.49,241678395200,,,1028.0,3.42,0,0.0
421,005810,풍산홀딩스,KOSPI,기타금융,30800,100,0.33,241323143600,3696.0,8.33,90941.0,0.34,1400,4.55
422,030210,KTB투자증권,KOSPI,증권,4000,-55,-1.36,241256368000,681.0,5.87,8098.0,0.49,150,3.75
423,011760,현대상사,KOSPI,유통업,18150,300,1.68,240105732900,1292.0,14.05,25722.0,0.71,600,3.31
424,007860,서연,KOSPI,기타금융,10200,-200,-1.92,239494408800,,,17990.0,0.57,50,0.49
425,101530,해태제과식품,KOSPI,음식료품,8110,-10,-0.12,236137426420,,,8359.0,0.97,150,1.85
426,035510,신세계 I&C,KOSPI,서비스업,135000,1000,0.75,232200000000,6512.0,20.73,115835.0,1.17,2000,1.48
427,068290,삼성출판사,KOSPI,서비스업,23200,-600,-2.52,232000000000,487.0,47.64,9069.0,2.56,100,0.43
428,009580,무림P&P,KOSPI,종이목재,3715,65,1.78,231698323660,162.0,22.93,9842.0,0.38,175,4.71
429,008060,대덕,KOSPI,기타금융,6790,-10,-0.15,230114118500,976.0,6.96,12786.0,0.53,300,4.42
430,016610,DB금융투자,KOSPI,증권,5420,60,1.12,230059428380,1172.0,4.62,16484.0,0.33,250,4.61
431,200880,서연이화,KOSPI,운수장비,8440,110,1.32,228120008280,,,22608.0,0.37,100,1.18
432,089470,HDC현대EP,KOSPI,화학,7140,500,7.53,227766000000,445.0,16.04,8886.0,0.8,120,1.68
433,006490,인스코비,KOSPI,통신업,2255,-60,-2.59,227550011480,,,260.0,8.67,0,0.0
434,093230,이아이디,KOSPI,유통업,311,-12,-3.72,224959530562,1.0,311.0,251.0,1.24,0,0.0
435,003560,IHQ,KOSPI,서비스업,1530,-30,-1.92,223740694440,,,933.0,1.64,0,0.0
436,030790,비케이탑스,KOSPI,서비스업,17100,1350,8.57,223523351100,,,6679.0,2.56,0,0.0
437,180400,캔서롭,KOSDAQ,기타서비스,7740,0,0.0,222082929900,,,1066.0,7.26,0,0.0
438,003120,일성신약,KOSPI,의약품,83400,-2200,-2.57,221844000000,4859.0,17.16,129883.0,0.64,750,0.9
439,001270,부국증권,KOSPI,증권,21150,50,0.24,219323088900,3070.0,6.89,36295.0,0.58,1200,5.67
440,102260,동성코퍼레이션,KOSPI,서비스업,4985,-15,-0.3,219305164820,128.0,38.95,6198.0,0.8,200,4.01
441,003920,남양유업,KOSPI,음식료품,301500,16500,5.79,217080000000,34527.0,8.73,1028846.0,0.29,1000,0.33
442,005680,삼영전자,KOSPI,전기전자,10650,450,4.41,213000000000,428.0,24.88,24220.0,0.44,250,2.35
443,095570,AJ네트웍스,KOSPI,서비스업,4540,-155,-3.3,212573219300,982.0,4.62,6802.0,0.67,300,6.61
444,001070,대한방직,KOSPI,섬유의복,40000,-300,-0.74,212000000000,,,23893.0,1.67,0,0.0
445,000680,LS네트웍스,KOSPI,유통업,2670,-35,-1.29,210404052720,,,6590.0,0.41,0,0.0
446,004960,한신공영,KOSPI,건설업,18150,150,0.83,210008241300,6212.0,2.92,43693.0,0.42,350,1.93
447,015360,예스코홀딩스,KOSPI,기타금융,34800,250,0.72,208800000000,4611.0,7.55,91813.0,0.38,1750,5.03
448,070960,용평리조트,KOSPI,서비스업,4315,5,0.12,207695331895,,,8222.0,0.52,0,0.0
449,091090,세원셀론텍,KOSPI,기계,2985,-105,-3.4,205996894725,,,2896.0,1.03,0,0.0
450,002030,아세아,KOSPI,서비스업,93800,1100,1.19,205518051200,25353.0,3.7,354657.0,0.26,1750,1.87
451,001460,BYC,KOSPI,섬유의복,324500,10500,3.34,202687567500,33265.0,9.75,517079.0,0.63,1100,0.34
452,003200,일신방직,KOSPI,섬유의복,84400,-800,-0.94,202560000000,3084.0,27.37,293218.0,0.29,1500,1.78
453,033920,무학,KOSPI,음식료품,7050,-70,-0.98,200925000000,849.0,8.3,18067.0,0.39,0,0.0
454,123690,한국화장품,KOSPI,유통업,12400,-200,-1.59,199243200000,,,2190.0,5.66,0,0.0
455,090350,노루페인트,KOSPI,화학,9950,-250,-2.45,199000000000,923.0,10.78,15754.0,0.63,275,2.76
456,078520,에이블씨엔씨,KOSPI,화학,7360,0,0.0,198966258240,,,9140.0,0.81,0,0.0
457,003570,S&T중공업,KOSPI,운수장비,5980,40,0.67,198851128060,622.0,9.61,18558.0,0.32,300,5.02
458,028100,동아지질,KOSPI,건설업,17200,0,0.0,197800000000,1686.0,10.2,16860.0,1.02,200,1.16
459,001250,GS글로벌,KOSPI,유통업,2375,130,5.79,196017689500,,,4351.0,0.55,0,0.0
460,014790,한라,KOSPI,건설업,5040,-90,-1.75,195929707680,28.0,180.0,5322.0,0.95,0,0.0
461,003030,세아제강지주,KOSPI,기타금융,47050,50,0.11,194864961850,,,232984.0,0.2,1500,3.19
462,002900,동양물산,KOSPI,기계,1540,-50,-3.14,194047099400,61.0,25.25,882.0,1.75,0,0.0
463,000970,한국주철관,KOSPI,철강금속,8490,-20,-0.24,193576245000,585.0,14.51,11819.0,0.72,200,2.36
464,000540,흥국화재,KOSPI,보험,3000,5,0.17,192727935000,510.0,5.88,10926.0,0.27,0,0.0
465,143210,핸즈코퍼레이션,KOSPI,운수장비,8810,170,1.97,192615391080,320.0,27.53,14807.0,0.59,130,1.48
466,001790,대한제당,KOSPI,음식료품,21450,350,1.66,192399164100,1717.0,12.49,48261.0,0.44,675,3.15
467,002170,삼양통상,KOSPI,기타제조업,63900,1200,1.91,191700000000,15112.0,4.23,109582.0,0.58,1000,1.56
468,107590,미원홀딩스,KOSPI,기타금융,81600,-3400,-4.0,189312000000,6591.0,12.38,62937.0,1.3,400,0.49
469,002720,국제약품,KOSPI,의약품,10150,-300,-2.87,186765278000,,,3311.0,3.07,0,0.0
470,004890,동일산업,KOSPI,철강금속,77000,-400,-0.52,186741555000,1726.0,44.61,145886.0,0.53,750,0.97
471,004980,성신양회,KOSPI,비금속광물,7610,0,0.0,186567315530,700.0,10.87,15851.0,0.48,150,1.97
472,004560,현대비앤지스틸,KOSPI,철강금속,12250,1350,12.39,184715434750,1433.0,8.55,26531.0,0.46,100,0.82
473,138490,코오롱플라스틱,KOSPI,화학,4810,85,1.8,182780000000,143.0,33.64,5200.0,0.93,70,1.46
474,020120,키다리스튜디오,KOSPI,서비스업,9820,-90,-0.91,181725885620,139.0,70.65,1213.0,8.1,0,0.0
475,004770,써니전자,KOSPI,전기전자,5210,-50,-0.95,181542507310,20.0,260.5,1598.0,3.26,0,0.0
476,025750,한솔홈데코,KOSPI,종이목재,2245,-70,-3.02,180868759505,,,1914.0,1.17,0,0.0
477,011150,CJ씨푸드,KOSPI,음식료품,5010,-80,-1.57,180013172730,51.0,98.24,1781.0,2.81,0,0.0
478,012690,모나리자,KOSPI,종이목재,4905,-75,-1.51,179382005775,66.0,74.32,1781.0,2.75,50,1.02
479,023960,에쓰씨엔지니어링,KOSPI,건설업,7170,-160,-2.18,179368928790,,,994.0,7.21,0,0.0
480,023450,동남합성,KOSPI,화학,49550,50,0.1,178875500000,4926.0,10.06,20576.0,2.41,200,0.4
481,013520,화승알앤에이,KOSPI,운수장비,2590,180,7.47,178826226250,376.0,6.89,4046.0,0.64,25,0.97
482,055490,테이팩스,KOSPI,화학,37900,-300,-0.79,178798935000,1617.0,23.44,21349.0,1.78,0,0.0
483,002630,오리엔트바이오,KOSPI,의약품,1505,-105,-6.52,178447798830,,,510.0,2.95,0,0.0
484,077970,STX엔진,KOSPI,기계,7660,-70,-0.91,176248204640,737.0,10.39,8586.0,0.89,0,0.0
485,039570,HDC아이콘트롤스,KOSPI,건설업,10700,-150,-1.38,176122000000,,,10245.0,1.04,350,3.27
486,003580,넥스트사이언스,KOSPI,광업,5370,10,0.19,175596970140,,,2692.0,1.99,0,0.0
487,000230,일동홀딩스,KOSPI,의약품,14950,-250,-1.64,172528980000,,,11931.0,1.25,100,0.67
488,020760,일진디스플,KOSPI,전기전자,6090,-80,-1.3,172434939600,,,1665.0,3.66,0,0.0
489,007210,벽산,KOSPI,비금속광물,2505,-135,-5.11,171742800000,,,3390.0,0.74,0,0.0
490,006890,태경케미컬,KOSPI,화학,14800,-100,-0.67,171680000000,858.0,17.25,10215.0,1.45,150,1.01
491,009160,SIMPAC,KOSPI,기계,2610,35,1.36,170771036760,157.0,16.62,6743.0,0.39,60,2.3
492,015890,태경산업,KOSPI,화학,5830,-70,-1.19,170403612500,1023.0,5.7,8089.0,0.72,370,6.35
493,074610,이엔플러스,KOSPI,기계,4025,-180,-4.28,170297947225,,,1232.0,3.27,0,0.0
494,012030,DB,KOSPI,서비스업,845,-15,-1.74,169991973385,23.0,36.74,1049.0,0.81,0,0.0
495,000490,대동공업,KOSPI,기계,7140,-80,-1.11,169419419400,150.0,47.6,9019.0,0.79,60,0.84
496,014160,대영포장,KOSPI,종이목재,1555,-95,-5.76,168553523695,100.0,15.55,1389.0,1.12,0,0.0
497,044820,코스맥스비티아이,KOSPI,기타금융,17400,-350,-1.97,167108225400,42.0,414.29,30613.0,0.57,250,1.44
498,017550,수산중공업,KOSPI,기계,3090,-155,-4.78,166814153670,3.0,1030.0,1859.0,1.66,10,0.32
499,007160,사조산업,KOSPI,"농업, 임업 및 어업",33200,0,0.0,166000000000,,,79920.0,0.42,150,0.45
500,003350,한국화장품제조,KOSPI,화학,36500,-350,-0.95,165418000000,,,10597.0,3.44,100,0.27
501,176440,에이치엔티,KOSDAQ,IT부품,1920,0,0.0,164619542400,,,695.0,2.76,0,0.0
502,012200,계양전기,KOSPI,기계,4990,25,0.5,162674000000,4.0,1247.5,5425.0,0.92,35,0.7
503,004720,우리들제약,KOSPI,의약품,11000,-200,-1.79,161842263000,26.0,423.08,4801.0,2.29,0,0.0
504,013870,지엠비코리아,KOSPI,운수장비,8450,170,2.05,161160766000,143.0,59.09,11858.0,0.71,30,0.36
505,003960,사조대림,KOSPI,음식료품,17500,0,0.0,160378172500,12182.0,1.44,34643.0,0.51,150,0.86
506,006380,카프로,KOSPI,화학,4005,-275,-6.43,160200000000,,,4613.0,0.87,0,0.0
507,007660,이수페타시스,KOSPI,전기전자,3870,-90,-2.27,159708700260,,,1842.0,2.1,60,1.55
508,047400,유니온머티리얼,KOSPI,비금속광물,3800,0,0.0,159600000000,57.0,66.67,2045.0,1.86,50,1.32
509,011500,한농화성,KOSPI,화학,10200,-50,-0.49,159497828400,652.0,15.64,7692.0,1.33,150,1.47
510,000180,성창기업지주,KOSPI,서비스업,2285,-35,-1.51,159382406000,,,7529.0,0.3,0,0.0
511,004150,한솔홀딩스,KOSPI,기타금융,3790,-110,-2.82,159212506830,602.0,6.3,9195.0,0.41,0,0.0
512,004540,깨끗한나라,KOSPI,종이목재,4255,-80,-1.85,158459148715,,,4260.0,1.0,0,0.0
513,004270,남성,KOSPI,유통업,4355,-30,-0.68,157703956800,,,2379.0,1.83,25,0.57
514,014280,금강공업,KOSPI,철강금속,5970,330,5.85,157091445750,,,10865.0,0.55,80,1.34
515,005320,국동,KOSPI,유통업,4030,-35,-0.86,156460171920,,,2337.0,1.72,0,0.0
516,003160,디아이,KOSPI,의료정밀,4960,50,1.02,156224053600,23.0,215.65,4256.0,1.17,50,1.01
517,001340,백광산업,KOSPI,화학,3475,35,1.02,156091464325,373.0,9.32,3726.0,0.93,75,2.16
518,002460,화성산업,KOSPI,건설업,12500,0,0.0,155635000000,634.0,19.72,29797.0,0.42,500,4.0
519,100250,진양홀딩스,KOSPI,화학,2780,0,0.0,155388911760,276.0,10.07,5507.0,0.5,170,6.12
520,007110,일신석재,KOSPI,유통업,2000,25,1.27,154913220000,12.0,166.67,671.0,2.98,0,0.0
521,009470,삼화전기,KOSPI,전기전자,23250,900,4.03,153771315000,460.0,50.54,6665.0,3.49,100,0.43
522,214420,토니모리,KOSPI,화학,8630,-70,-0.8,152233200000,,,5600.0,1.54,0,0.0
523,000320,노루홀딩스,KOSPI,기타금융,11400,-150,-1.3,151519121400,439.0,25.97,27108.0,0.42,400,3.51
524,130660,한전산업,KOSPI,서비스업,4605,-85,-1.81,150123000000,530.0,8.69,2632.0,1.75,227,4.93
525,000700,유수홀딩스,KOSPI,서비스업,5750,10,0.17,149740419000,163.0,35.28,8702.0,0.66,0,0.0
526,004970,신라교역,KOSPI,"농업, 임업 및 어업",9330,0,0.0,149280000000,645.0,14.47,32378.0,0.29,500,5.36
527,002760,보락,KOSPI,화학,2470,-60,-2.37,147953000000,11.0,224.55,734.0,3.37,5,0.2
528,128820,대성산업,KOSPI,유통업,3270,-10,-0.3,147920013060,,,9118.0,0.36,0,0.0
529,015590,큐로,KOSPI,기계,651,-13,-1.96,147914776338,17.0,38.29,451.0,1.44,0,0.0
530,102280,쌍방울,KOSPI,섬유의복,616,-3,-0.48,147445530232,,,1083.0,0.57,0,0.0
531,134380,미원화학,KOSPI,화학,66800,700,1.06,146911102400,6719.0,9.94,46438.0,1.44,1000,1.5
532,012800,대창,KOSPI,철강금속,1610,-60,-3.59,146736203390,66.0,24.39,2023.0,0.8,10,0.62
533,013700,까뮤이앤씨,KOSPI,건설업,3245,-50,-1.52,146519148600,305.0,10.64,1571.0,2.07,30,0.92
534,117580,대성에너지,KOSPI,전기가스업,5300,-10,-0.19,145750000000,474.0,11.18,11145.0,0.48,250,4.72
535,119650,KC코트렐,KOSPI,기계,11200,-500,-4.27,145600000000,149.0,75.17,5805.0,1.93,30,0.27
536,003830,대한화섬,KOSPI,화학,109000,0,0.0,144752000000,20048.0,5.44,401661.0,0.27,410,0.38
537,004840,DRB동일,KOSPI,기타금융,7260,250,3.57,144691800000,461.0,15.75,17771.0,0.41,100,1.38
538,210540,디와이파워,KOSPI,기계,13100,-200,-1.5,144646374800,1729.0,7.58,15129.0,0.87,200,1.53
539,017900,광전자,KOSPI,전기전자,2490,85,3.53,144279969870,66.0,37.73,3805.0,0.65,50,2.01
540,002410,범양건영,KOSPI,건설업,5800,200,3.57,144025495600,794.0,7.3,2819.0,2.06,0,0.0
541,007540,샘표,KOSPI,기타금융,49750,0,0.0,143071050000,5441.0,9.14,56153.0,0.89,200,0.4
542,024090,디씨엠,KOSPI,철강금속,12200,100,0.83,142740000000,2385.0,5.12,14933.0,0.82,500,4.1
543,006110,삼아알미늄,KOSPI,철강금속,12900,-100,-0.77,141900000000,450.0,28.67,9893.0,1.3,110,0.85
544,163560,동일고무벨트,KOSPI,화학,10350,300,2.99,141277500000,597.0,17.34,13940.0,0.74,100,0.97
545,282690,동아타이어,KOSPI,화학,10200,50,0.49,140076753000,1799.0,5.67,25988.0,0.39,500,4.9
546,000860,강남제비스코,KOSPI,화학,21500,-300,-1.38,139750000000,2250.0,9.56,81019.0,0.27,500,2.33
547,008970,동양철관,KOSPI,철강금속,1170,-30,-2.5,139095789300,15.0,78.0,671.0,1.74,0,0.0
548,120030,조선선재,KOSPI,기계,110500,0,0.0,138970435500,11834.0,9.34,87844.0,1.26,1500,1.36
549,000520,삼일제약,KOSPI,의약품,20750,-500,-2.35,138919092000,129.0,160.85,9580.0,2.17,150,0.72
550,008040,사조동아원,KOSPI,음식료품,982,-16,-1.6,138603997200,7.0,140.29,1394.0,0.7,0,0.0
551,035150,백산,KOSPI,화학,5710,-60,-1.04,138182000000,288.0,19.83,5853.0,0.98,100,1.75
552,004440,삼일씨엔에스,KOSPI,비금속광물,10850,450,4.33,138141624950,211.0,51.42,21895.0,0.5,38,0.35
553,118000,우리들휴브레인,KOSPI,유통업,2740,-70,-2.49,138094446420,,,1020.0,2.69,0,0.0
554,027740,마니커,KOSPI,음식료품,692,-10,-1.42,137343035048,,,522.0,1.33,0,0.0
555,003480,한진중공업홀딩스,KOSPI,전기가스업,4645,5,0.11,137165976740,1160.0,4.0,11298.0,0.41,0,0.0
556,009460,한창제지,KOSPI,종이목재,2295,-65,-2.75,136936880370,125.0,18.36,1440.0,1.59,20,0.87
557,009320,대우부품,KOSPI,운수장비,2865,15,0.53,136506864375,,,775.0,3.7,0,0.0
558,010690,화신,KOSPI,운수장비,3905,60,1.56,136364201050,202.0,19.33,8582.0,0.46,50,1.28
559,001260,남광토건,KOSPI,건설업,13750,-400,-2.83,135147388750,394.0,34.9,5379.0,2.56,0,0.0
560,002700,신일전자,KOSPI,유통업,1885,-20,-1.05,133924577085,61.0,30.9,978.0,1.93,20,1.06
561,003460,유화증권,KOSPI,증권,2350,15,0.64,133250675250,99.0,23.74,6180.0,0.38,120,5.11
562,092200,디아이씨,KOSPI,운수장비,3400,180,5.59,132221134600,,,3969.0,0.86,0,0.0
563,021050,서원,KOSPI,철강금속,2770,-70,-2.46,131504614300,67.0,41.34,2159.0,1.28,10,0.36
564,002450,삼익악기,KOSPI,기타제조업,1450,-10,-0.68,131269826750,163.0,8.9,2478.0,0.59,50,3.45
565,005740,크라운해태홀딩스,KOSPI,기타금융,8840,-10,-0.11,131250547480,,,17087.0,0.52,100,1.13
566,004830,덕성,KOSPI,화학,8360,-270,-3.13,131084800000,10.0,836.0,3690.0,2.27,20,0.24
567,006740,영풍제지,KOSPI,종이목재,5900,-210,-3.44,130980000000,516.0,11.43,5383.0,1.1,40,0.68
568,004060,SG세계물산,KOSPI,유통업,641,-2,-0.31,129754399360,48.0,13.35,1012.0,0.63,0,0.0
569,093240,형지엘리트,KOSPI,섬유의복,4150,-350,-7.78,129292411700,,,2007.0,2.07,0,0.0
570,012280,영화금속,KOSPI,운수장비,2415,-85,-3.4,128947729575,6.0,402.5,1556.0,1.55,0,0.0
571,002710,TCC스틸,KOSPI,철강금속,5560,-140,-2.46,127880000000,225.0,24.71,4962.0,1.12,30,0.54
572,011390,부산산업,KOSPI,비금속광물,121000,-1500,-1.22,127776000000,3684.0,32.84,52812.0,2.29,250,0.21
573,009270,신원,KOSPI,섬유의복,1500,15,1.01,127563748500,19.0,78.95,2373.0,0.63,0,0.0
574,013570,디와이,KOSPI,기타금융,4820,165,3.54,126860631060,646.0,7.46,13449.0,0.36,150,3.11
575,009440,KC그린홀딩스,KOSPI,기타금융,5630,0,0.0,126308937400,369.0,15.26,7996.0,0.7,60,1.07
576,244920,에이플러스에셋,KOSPI,기타금융,5560,-180,-3.14,125698773080,610.0,9.11,2262.0,2.46,15,0.27
577,103590,일진전기,KOSPI,전기전자,3380,0,0.0,125331718200,97.0,34.85,8191.0,0.41,0,0.0
578,067830,세이브존I&C,KOSPI,유통업,3020,35,1.17,123943502900,590.0,5.12,10914.0,0.28,30,0.99
579,032560,황금에스티,KOSPI,철강금속,8800,-100,-1.12,123200000000,1795.0,4.9,18579.0,0.47,100,1.14
580,004250,NPC,KOSPI,화학,3340,-40,-1.18,122644800000,343.0,9.74,6745.0,0.5,100,2.99
581,005430,한국공항,KOSPI,운수창고업,38500,150,0.39,121904667500,5318.0,7.24,102021.0,0.38,1000,2.6
582,014530,극동유화,KOSPI,화학,3485,-35,-0.99,121519928700,422.0,8.26,4825.0,0.72,160,4.59
583,000890,보해양조,KOSPI,음식료품,952,10,1.06,121331803096,,,635.0,1.5,0,0.0
584,001750,한양증권,KOSPI,증권,9510,10,0.11,121048358340,1726.0,5.51,22236.0,0.43,350,3.68
585,129260,인터지스,KOSPI,운수창고업,4060,-170,-4.02,120776368440,,,5900.0,0.69,0,0.0
586,100840,S&TC,KOSPI,기계,16050,-150,-0.93,120482711550,2148.0,7.47,32631.0,0.49,800,4.98
587,032790,엠젠플러스,KOSDAQ,정보기기,4075,0,0.0,120352455875,,,1319.0,3.09,0,0.0
588,034300,신세계건설,KOSPI,건설업,30000,650,2.21,120000000000,4379.0,6.85,49395.0,0.61,800,2.67
589,053690,한미글로벌,KOSPI,서비스업,10950,-100,-0.9,119985172500,2222.0,4.93,10777.0,1.02,200,1.83
590,075180,새론오토모티브,KOSPI,운수장비,6240,-10,-0.16,119808000000,,,11092.0,0.56,140,2.24
591,002360,SH에너지화학,KOSPI,화학,1070,25,2.39,118913091100,,,876.0,1.22,0,0.0
592,010100,한국프랜지,KOSPI,운수장비,3860,-245,-5.97,117538621200,373.0,10.35,7092.0,0.54,50,1.3
593,267290,경동도시가스,KOSPI,전기가스업,19900,-750,-3.63,117318579400,4167.0,4.78,57537.0,0.35,875,4.4
594,010600,웰바이오텍,KOSPI,유통업,2595,-85,-3.17,116980438365,,,1774.0,1.46,0,0.0
595,009190,대양금속,KOSPI,철강금속,3955,-145,-3.54,116933288745,230.0,17.2,1907.0,2.07,0,0.0
596,078000,텔코웨어,KOSPI,서비스업,11950,50,0.42,115947336700,761.0,15.7,11450.0,1.04,550,4.6
597,014580,태경비케이,KOSPI,비금속광물,4200,-90,-2.1,115849020000,148.0,28.38,4846.0,0.87,100,2.38
598,008250,이건산업,KOSPI,종이목재,10550,-350,-3.21,115550299250,73.0,144.52,16294.0,0.65,200,1.9
599,009200,무림페이퍼,KOSPI,종이목재,2755,-30,-1.08,114633649050,,,10529.0,0.26,50,1.81
600,011810,STX,KOSPI,유통업,5800,10,0.17,114416031600,,,2864.0,2.03,0,0.0
601,003650,미창석유,KOSPI,화학,65700,100,0.15,114296450400,11366.0,5.78,148274.0,0.44,2000,3.04
602,071970,STX중공업,KOSPI,기계,4025,-35,-0.86,114173053400,,,4813.0,0.84,0,0.0
603,000220,유유제약,KOSPI,의약품,14200,-400,-2.74,114100507400,756.0,18.78,11570.0,1.23,210,1.48
604,264900,크라운제과,KOSPI,음식료품,9050,120,1.34,113340842500,1425.0,6.35,10682.0,0.85,250,2.76
605,092440,기신정기,KOSPI,기계,3870,75,1.98,113004000000,298.0,12.99,8125.0,0.48,150,3.88
606,002140,고려산업,KOSPI,음식료품,4500,-405,-8.26,112227412500,182.0,24.73,3842.0,1.17,30,0.67
607,006340,대원전선,KOSPI,전기전자,1570,-20,-1.26,111496638190,,,1136.0,1.38,0,0.0
608,005360,모나미,KOSPI,유통업,5900,-270,-4.38,111494111300,,,3873.0,1.52,70,1.19
609,006220,제주은행,KOSPI,은행,3465,110,3.28,111326201910,796.0,4.35,15491.0,0.22,100,2.89
610,012160,영흥,KOSPI,철강금속,1200,-25,-2.04,111280838400,20.0,60.0,1937.0,0.62,30,2.5
611,134790,시디즈,KOSPI,기타제조업,55500,-700,-1.25,111000000000,4655.0,11.92,16020.0,3.46,300,0.54
612,058430,포스코강판,KOSPI,철강금속,18450,450,2.5,110700000000,446.0,41.37,36256.0,0.51,400,2.17
613,005110,한창,KOSPI,유통업,1655,145,9.6,110537895195,,,593.0,2.79,0,0.0
614,001290,상상인증권,KOSPI,증권,1145,-10,-0.87,110044160365,,,1587.0,0.72,0,0.0
615,009070,KCTC,KOSPI,운수창고업,3665,-135,-3.55,109950000000,239.0,15.33,6409.0,0.57,45,1.23
616,034590,인천도시가스,KOSPI,전기가스업,24900,0,0.0,108931374600,2598.0,9.58,42280.0,0.59,1250,5.02
617,002070,비비안,KOSPI,섬유의복,4070,100,2.52,108815072300,,,6310.0,0.65,0,0.0
