,종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률
1609,039030,이오테크닉스,114600,900,0.79,984.0,116.46,31593.0,3.63,150,0.13
1610,294090,이오플로우,70300,300,0.43,,,364.0,193.13,0,0.0
1611,088290,이원컴포텍,8340,0,0.0,163.0,51.17,1155.0,7.22,0,0.0
1612,084680,이월드,3150,-40,-1.25,27.0,116.67,2729.0,1.15,0,0.0
1613,181340,이즈미디어,7690,670,9.54,,,5089.0,1.51,0,0.0
1614,353810,이지바이오,10350,2290,28.41,,,,,0,0.0
1615,090850,이지웰,10200,-250,-2.39,243.0,41.98,1650.0,6.18,90,0.88
1616,099750,이지케어텍,18850,-200,-1.05,,,6500.0,2.9,86,0.46
1617,035810,이지홀딩스,5810,100,1.75,39.0,148.97,7110.0,0.82,50,0.86
1618,160600,이큐셀,310,0,0.0,,,563.0,0.55,0,0.0
1619,092130,이크레더블,22950,-250,-1.08,1134.0,20.24,4460.0,5.15,740,3.22
1620,096040,이트론,246,-12,-4.65,,,187.0,1.32,0,0.0
1621,134060,이퓨쳐,7840,-550,-6.56,381.0,20.58,3856.0,2.03,0,0.0
1622,001840,이화공영,5780,-100,-1.7,14.0,412.86,2157.0,2.68,10,0.17
1623,000760,이화산업,15900,-50,-0.31,,,36329.0,0.44,0,0.0
1624,024810,이화전기,196,-6,-2.97,,,292.0,0.67,0,0.0
1625,014990,인디에프,1570,25,1.62,,,1063.0,1.48,0,0.0
1626,041830,인바디,18100,-250,-1.36,1532.0,11.81,10209.0,1.77,140,0.77
1627,352940,인바이오,15100,-1250,-7.65,453.0,33.33,3383.0,4.46,0,0.0
1628,101140,인바이오젠,4885,-80,-1.61,410.0,11.91,1664.0,2.94,0,0.0
1629,079950,인베니아,2705,-5,-0.18,53.0,51.04,1945.0,1.39,0,0.0
1630,277410,인산가,1930,-55,-2.77,121.0,15.95,1154.0,1.67,30,1.55
1631,060150,인선이엔티,11600,-50,-0.43,441.0,26.3,5361.0,2.16,0,0.0
1632,033230,인성정보,3060,0,0.0,,,1842.0,1.66,0,0.0
1633,006490,인스코비,2255,-60,-2.59,,,260.0,8.67,0,0.0
1634,037330,인지디스플레,3615,105,2.99,112.0,32.28,3820.0,0.95,75,2.07
1635,023800,인지컨트롤스,21150,2500,13.4,,,11832.0,1.79,100,0.47
1636,034590,인천도시가스,24900,0,0.0,2598.0,9.58,42280.0,0.59,1250,5.02
1637,083640,인콘,3020,-30,-0.98,,,1778.0,1.7,0,0.0
1638,216050,인크로스,49650,-1350,-2.65,1240.0,40.04,8160.0,6.08,0,0.0
1639,049070,인탑스,28300,-400,-1.39,2073.0,13.65,25323.0,1.12,250,0.88
1640,119610,인터로조,20650,-350,-1.67,1494.0,13.82,10970.0,1.88,300,1.45
1641,017250,인터엠,1450,-5,-0.34,,,3079.0,0.47,100,6.9
1642,129260,인터지스,4060,-170,-4.02,,,5900.0,0.69,0,0.0
1643,035080,인터파크,2310,5,0.22,,,5001.0,0.46,70,3.03
1644,051370,인터플렉스,16150,-450,-2.71,,,9337.0,1.73,0,0.0
1645,064290,인텍플러스,14950,100,0.67,448.0,33.37,1733.0,8.63,0,0.0
1646,189300,인텔리안테크,52600,2600,5.2,1119.0,47.01,11271.0,4.67,100,0.19
1647,150840,인트로메딕,3505,240,7.35,,,598.0,5.86,0,0.0
1648,048530,인트론바이오,31950,1350,4.41,,,2032.0,15.72,0,0.0
1649,023810,인팩,7170,270,3.91,,,9376.0,0.76,120,1.67
1650,175140,인포마크,7470,-330,-4.23,,,3150.0,2.37,0,0.0
1651,115310,인포바인,19900,200,1.02,4134.0,4.81,26580.0,0.75,900,4.52
1652,039290,인포뱅크,15300,-150,-0.97,99.0,154.55,6029.0,2.54,10,0.07
1653,041020,인프라웨어,2205,85,4.01,,,745.0,2.96,0,0.0
1654,071200,인피니트헬스케어,6810,-30,-0.44,297.0,22.93,3469.0,1.96,0,0.0
1655,101930,인화정공,6980,-280,-3.86,,,14229.0,0.49,0,0.0
1656,249420,일동제약,20000,-550,-2.68,,,10643.0,1.88,0,0.0
1657,000230,일동홀딩스,14950,-250,-1.64,,,11931.0,1.25,100,0.67
1658,013360,일성건설,1335,-70,-4.98,30.0,44.5,1688.0,0.79,15,1.12
1659,003120,일성신약,83400,-2200,-2.57,4859.0,17.16,129883.0,0.64,750,0.9
1660,068330,일신바이오,8240,-70,-0.84,109.0,75.6,908.0,9.07,7,0.08
1661,003200,일신방직,84400,-800,-0.94,3084.0,27.37,293218.0,0.29,1500,1.78
1662,007110,일신석재,2000,25,1.27,12.0,166.67,671.0,2.98,0,0.0
1663,058450,일야,685,0,0.0,,,607.0,1.13,0,0.0
1664,007570,일양약품,62000,-600,-0.96,548.0,113.14,10081.0,6.15,120,0.19
1665,007575,일양약품우,71400,-1500,-2.06,,,,,145,0.2
1666,008500,일정실업,18300,-150,-0.81,,,24611.0,0.74,0,0.0
1667,019540,일지테크,4370,-40,-0.91,,,8805.0,0.5,0,0.0
1668,081000,일진다이아,51700,-600,-1.15,914.0,56.56,12656.0,4.09,300,0.58
1669,020760,일진디스플,6090,-80,-1.3,,,1665.0,3.66,0,0.0
1670,020150,일진머티리얼즈,56400,3800,7.22,1016.0,55.51,12390.0,4.55,50,0.09
1671,103590,일진전기,3380,0,0.0,97.0,34.85,8191.0,0.41,0,0.0
1672,094820,일진파워,5460,10,0.18,800.0,6.83,6367.0,0.86,300,5.49
1673,015860,일진홀딩스,5560,-110,-1.94,274.0,20.29,5815.0,0.96,100,1.8
1674,226320,잇츠한불,25350,-450,-1.74,,,18789.0,1.35,100,0.39
1675,049550,잉크테크,4200,-205,-4.65,,,2246.0,1.87,0,0.0
1676,254120,자비스,2915,-55,-1.85,,,806.0,3.62,0,0.0
1677,221610,자안,262,-8,-2.96,6.0,43.67,208.0,1.26,0,0.0
1678,043910,자연과환경,1385,-20,-1.42,,,835.0,1.66,0,0.0
1679,234920,자이글,4065,-115,-2.75,,,3818.0,1.06,0,0.0
1680,317400,자이에스앤디,13000,550,4.42,677.0,19.2,5419.0,2.4,100,0.77
1681,033240,자화전자,22200,750,3.5,,,15564.0,1.43,0,0.0
1682,174880,장원테크,1350,-30,-2.17,,,2073.0,0.65,0,0.0
1683,049630,재영솔루텍,1080,-25,-2.26,82.0,13.17,744.0,1.45,0,0.0
1684,000950,전방,31300,50,0.16,,,50283.0,0.62,0,0.0
1685,110020,전진바이오팜,12000,300,2.56,,,557.0,21.54,0,0.0
1686,065530,전파기지국,4715,125,2.72,45.0,104.78,1322.0,3.57,50,1.06
1687,208140,정다운,3310,-190,-5.43,37.0,89.46,2108.0,1.57,0,0.0
1688,022220,정산애강,1940,5,0.26,222.0,8.74,1603.0,1.21,0,0.0
1689,040420,정상제이엘에스,6100,-50,-0.81,514.0,11.87,4080.0,1.5,430,7.05
1690,045510,정원엔시스,1895,-15,-0.79,25.0,75.8,1200.0,1.58,0,0.0
1691,065620,제낙스,15950,0,0.0,,,330.0,48.33,0,0.0
1692,217190,제너셈,3970,-350,-8.1,368.0,10.79,2381.0,1.67,50,1.26
1693,095700,제넥신,116500,-3000,-2.51,,,12496.0,9.32,0,0.0
1694,072520,제넨바이오,3635,-270,-6.91,,,322.0,11.29,0,0.0
1695,122310,제노레이,10150,-250,-2.4,996.0,10.19,4096.0,2.48,400,3.94
1696,187420,제노포커스,12050,-950,-7.31,,,2358.0,5.11,0,0.0
1697,225220,제놀루션,27550,-600,-2.13,,,680.0,40.51,0,0.0
1698,123330,제닉,3990,-5,-0.13,,,3877.0,1.03,0,0.0
1699,159580,제로투세븐,8490,-70,-0.82,473.0,17.95,3635.0,2.34,0,0.0
1700,147830,제룡산업,5920,-110,-1.82,255.0,23.22,5685.0,1.04,100,1.69
1701,033100,제룡전기,5530,30,0.55,348.0,15.89,3490.0,1.58,50,0.9
1702,079370,제우스,26750,-300,-1.11,1359.0,19.68,21560.0,1.24,200,0.75
1703,054950,제이브이엠,35950,-650,-1.78,993.0,36.2,19525.0,1.84,400,1.11
1704,090470,제이스텍,7880,-70,-0.88,108.0,72.96,8904.0,0.88,50,0.63
1705,137950,제이씨케미칼,6960,-190,-2.66,548.0,12.7,4222.0,1.65,60,0.86
1706,033320,제이씨현시스템,9260,160,1.76,37.0,250.27,4463.0,2.07,0,0.0
1707,204270,제이앤티씨,11950,550,4.82,1691.0,7.07,5638.0,2.12,0,0.0
1708,194370,제이에스코퍼레이션,7370,-70,-0.94,646.0,11.41,11755.0,0.63,500,6.78
1709,026040,제이에스티나,2175,-30,-1.36,,,2745.0,0.79,0,0.0
1710,126880,제이엔케이히터,8980,-110,-1.21,357.0,25.15,4014.0,2.24,0,0.0
1711,322510,제이엘케이,10100,-100,-0.98,,,2432.0,4.15,0,0.0
1712,033050,제이엠아이,1110,-20,-1.77,,,1090.0,1.02,0,0.0
1713,094970,제이엠티,2990,-5,-0.17,57.0,52.46,3300.0,0.91,50,1.67
1714,058420,제이웨이,289,-28,-8.83,,,578.0,0.5,0,0.0
1715,025620,제이준코스메틱,2360,-45,-1.87,,,1906.0,1.24,0,0.0
1716,036420,제이콘텐트리,39000,-1350,-3.35,79.0,493.67,22129.0,1.76,0,0.0
1717,089790,제이티,12000,-200,-1.64,380.0,31.58,2588.0,4.64,0,0.0
1718,030000,제일기획,20950,350,1.7,1363.0,15.37,8229.0,2.55,820,3.91
1719,052670,제일바이오,7690,-150,-1.91,152.0,50.59,2108.0,3.65,0,0.0
1720,271980,제일약품,59700,-1800,-2.93,,,11564.0,5.16,70,0.12
1721,001560,제일연마,7300,-30,-0.41,853.0,8.56,8396.0,0.87,220,3.01
1722,199820,제일전기공업,27250,-1600,-5.55,1472.0,18.51,6617.0,4.12,125,0.46
1723,023440,제일제강,2780,100,3.73,,,2070.0,1.34,0,0.0
1724,038010,제일테크노스,7790,150,1.96,492.0,15.83,8454.0,0.92,90,1.16
1725,002620,제일파마홀딩스,21250,0,0.0,,,24634.0,0.86,70,0.33
1726,080220,제주반도체,4205,25,0.6,,,2430.0,1.73,0,0.0
1727,006220,제주은행,3465,110,3.28,796.0,4.35,15491.0,0.22,100,2.89
1728,089590,제주항공,18350,0,0.0,,,11248.0,1.63,0,0.0
1729,216080,제테마,22650,-600,-2.58,,,2019.0,11.22,0,0.0
1730,229000,젠큐릭스,16750,-450,-2.62,,,29.0,577.59,0,0.0
1731,082270,젬백스,26900,-700,-2.54,,,2467.0,10.9,0,0.0
1732,064800,젬백스링크,1490,-5,-0.33,54.0,27.59,1839.0,0.81,10,0.67
1733,041590,젬백스지오,781,-19,-2.38,,,1169.0,0.67,0,0.0
1734,044060,조광ILI,10500,530,5.32,359.0,29.25,5739.0,1.83,0,0.0
1735,004910,조광페인트,6620,-150,-2.22,,,13495.0,0.49,200,3.02
1736,004700,조광피혁,63000,-100,-0.16,4076.0,15.46,41361.0,1.52,0,0.0
1737,001550,조비,19400,100,0.52,,,9237.0,2.1,0,0.0
1738,000480,조선내화,83600,200,0.24,7493.0,11.16,147942.0,0.57,4000,4.78
1739,120030,조선선재,110500,0,0.0,11834.0,9.34,87844.0,1.26,1500,1.36
1740,034940,조아제약,5070,-170,-3.24,,,1874.0,2.71,0,0.0
1741,101730,조이맥스,2695,-5,-0.19,,,798.0,3.38,0,0.0
1742,067000,조이시티,9640,-360,-3.6,,,758.0,12.72,0,0.0
1743,018470,조일알미늄,583,-23,-3.8,,,1617.0,0.36,0,0.0
1744,002600,조흥,177500,-500,-0.28,13076.0,13.57,215770.0,0.82,6000,3.38
1745,185750,종근당,219000,-11000,-4.78,4751.0,46.1,41506.0,5.28,900,0.41
1746,063160,종근당바이오,80000,-3800,-4.53,2280.0,35.09,28890.0,2.77,200,0.25
1747,001630,종근당홀딩스,122500,-5000,-3.92,8988.0,13.63,93600.0,1.31,1300,1.06
1748,033340,좋은사람들,1465,15,1.03,,,2156.0,0.68,0,0.0
1749,036930,주성엔지니어링,8150,40,0.49,534.0,15.26,5033.0,1.62,70,0.86
1750,044380,주연테크,1100,-5,-0.45,,,731.0,1.5,0,0.0
1751,239340,줌인터넷,5890,-20,-0.34,,,980.0,6.01,0,0.0
1752,072020,중앙백신,16950,-200,-1.17,186.0,91.13,8671.0,1.95,50,0.29
1753,000440,중앙에너비스,8920,-180,-1.98,132.0,67.58,7246.0,1.23,160,1.79
1754,228760,지노믹트리,14500,-450,-3.01,,,5450.0,2.66,0,0.0
1755,314130,지놈앤컴퍼니,77500,-1000,-1.27,,,,,0,0.0
1756,013890,지누스,101500,2400,2.42,5999.0,16.92,26336.0,3.85,1250,1.23
1757,043610,지니뮤직,3745,-50,-1.32,126.0,29.72,2627.0,1.43,0,0.0
1758,263860,지니언스,6700,-200,-2.9,343.0,19.53,3585.0,1.87,0,0.0
1759,303030,지니틱스,2540,-40,-1.55,15.0,169.33,844.0,3.01,0,0.0
1760,036180,지더블유바이텍,1205,0,0.0,,,1342.0,0.9,0,0.0
1761,208350,지란지교시큐리티,5540,-20,-0.36,318.0,17.42,5177.0,1.07,0,0.0
1762,114570,지스마트글로벌,620,0,0.0,,,4180.0,0.15,0,0.0
1763,051160,지어소프트,12900,-300,-2.27,,,572.0,22.55,0,0.0
1764,053050,지에스이,1690,-30,-1.74,155.0,10.9,2305.0,0.73,40,2.37
1765,119850,지엔씨에너지,6520,40,0.62,422.0,15.45,4944.0,1.32,50,0.77
1766,270520,지엔원에너지,2505,-80,-3.09,14.0,178.93,1869.0,1.34,0,0.0
1767,065060,지엔코,1050,0,0.0,,,932.0,1.13,0,0.0
1768,204840,지엘팜텍,1315,-105,-7.39,,,62.0,21.21,0,0.0
1769,013870,지엠비코리아,8450,170,2.05,143.0,59.09,11858.0,0.71,30,0.36
1770,071320,지역난방공사,40100,-350,-0.87,,,132086.0,0.3,0,0.0
1771,111820,지와이커머스,2465,0,0.0,,,18.0,136.94,0,0.0
1772,010580,지코,306,0,0.0,,,314.0,0.97,0,0.0
1773,035000,지투알,5590,-110,-1.93,941.0,5.94,8625.0,0.65,300,5.37
1774,115450,지트리비앤티,29100,750,2.65,,,2556.0,11.38,0,0.0
1775,219750,지티지웰니스,9860,1210,13.99,,,1181.0,8.35,0,0.0
1776,088790,진도,4360,-90,-2.02,,,8030.0,0.54,100,2.29
1777,018120,진로발효,30600,-150,-0.49,1961.0,15.6,11835.0,2.59,1350,4.41
1778,109820,진매트릭스,20250,-2150,-9.6,,,826.0,24.52,0,0.0
1779,086060,진바이오텍,5610,-140,-2.43,98.0,57.24,5450.0,1.03,30,0.53
1780,036890,진성티이씨,12750,-250,-1.92,1102.0,11.57,6213.0,2.05,200,1.57
1781,003780,진양산업,5000,-190,-3.66,525.0,9.52,3159.0,1.58,200,4.0
1782,007370,진양제약,6780,-160,-2.31,147.0,46.12,3639.0,1.86,100,1.47
1783,010640,진양폴리,3720,-100,-2.62,755.0,4.93,2658.0,1.4,100,2.69
1784,100250,진양홀딩스,2780,0,0.0,276.0,10.07,5507.0,0.5,170,6.12
1785,051630,진양화학,4990,-120,-2.35,,,2221.0,2.25,0,0.0
1786,272450,진에어,16250,-400,-2.4,,,5750.0,2.83,0,0.0
1787,011000,진원생명과학,21200,-450,-2.08,,,898.0,23.61,0,0.0
1788,002780,진흥기업,2835,0,0.0,140.0,20.25,664.0,4.27,0,0.0
1789,002787,진흥기업2우B,12100,-250,-2.02,,,,,0,0.0
1790,002785,진흥기업우B,6750,150,2.27,,,,,0,0.0
1791,085660,차바이오텍,20400,-350,-1.69,884.0,23.08,7187.0,2.84,0,0.0
1792,009310,참엔지니어링,1450,0,0.0,,,1002.0,1.45,0,0.0
1793,094850,참좋은여행,9940,-50,-0.5,1714.0,5.8,6907.0,1.44,170,1.71
1794,004650,창해에탄올,13550,-50,-0.37,2729.0,4.97,13530.0,1.0,600,4.43
1795,311690,천랩,48700,-2700,-5.25,,,8101.0,6.01,0,0.0
1796,278280,천보,195000,6000,3.17,2348.0,83.05,21034.0,9.27,300,0.15
1797,000650,천일고속,67800,-1000,-1.45,506.0,133.99,35686.0,1.9,5000,7.37
1798,096240,청담러닝,19250,-400,-2.04,1176.0,16.37,8569.0,2.25,1000,5.19
1799,013720,청보산업,9770,20,0.21,38.0,257.11,2688.0,3.63,0,0.0
1800,066360,체리부로,2360,0,0.0,,,3225.0,0.73,0,0.0
1801,033250,체시스,2100,-90,-4.11,,,954.0,2.2,0,0.0
1802,047820,초록뱀,2005,-50,-2.43,99.0,20.25,874.0,2.29,0,0.0
1803,094360,칩스앤미디어,13400,300,2.29,469.0,28.57,3331.0,4.02,152,1.13
1804,016920,카스,2425,-45,-1.82,140.0,17.32,1893.0,1.28,10,0.41
1805,284620,카이노스메드,4525,-195,-4.13,,,,,0,0.0
1806,035720,카카오,434000,31500,7.83,,,60603.0,7.16,127,0.03
1807,293490,카카오게임즈,47000,850,1.84,197.0,238.58,7443.0,6.31,0,0.0
1808,042000,카페24,62400,-1700,-2.65,710.0,87.89,12373.0,5.04,0,0.0
1809,006380,카프로,4005,-275,-6.43,,,4613.0,0.87,0,0.0
1810,317530,캐리소프트,5110,-230,-4.31,,,2625.0,1.95,0,0.0
1811,071850,캐스텍코리아,3480,-120,-3.33,,,7346.0,0.47,0,0.0
1812,180400,캔서롭,7740,0,0.0,,,1066.0,7.26,0,0.0
1813,050110,캠시스,2910,55,1.93,31.0,93.87,1566.0,1.86,0,0.0
1814,109070,컨버즈,4100,0,0.0,,,1010.0,4.06,0,0.0
1815,078340,컴투스,160000,1500,0.95,9160.0,17.47,71478.0,2.24,1400,0.88
1816,307930,컴퍼니케이,6730,-120,-1.75,604.0,11.14,3280.0,2.05,160,2.38
1817,263700,케어랩스,8650,-50,-0.57,47.0,184.04,4905.0,1.76,0,0.0
1818,214370,케어젠,76300,-800,-1.04,2814.0,27.11,20200.0,3.78,2800,3.67
1819,221980,케이디켐,13150,0,0.0,1917.0,6.86,19151.0,0.69,500,3.8
1820,043290,케이맥,2990,-10,-0.33,,,1236.0,2.42,0,0.0
1821,317030,케이비17호스팩,2080,10,0.48,,,,,0,0.0
1822,001620,케이비아이동국실업,744,20,2.76,,,2665.0,0.28,0,0.0
1823,323940,케이비제18호스팩,2040,0,0.0,,,,,0,0.0
1824,330990,케이비제19호스팩,2065,0,0.0,,,,,0,0.0
1825,342550,케이비제20호스팩,2025,-5,-0.25,,,,,0,0.0
1826,192250,케이사인,1620,-20,-1.22,56.0,28.93,841.0,1.93,0,0.0
1827,029460,케이씨,27050,150,0.56,4054.0,6.67,33184.0,0.82,250,0.92
1828,344820,케이씨씨글라스,37550,1200,3.3,,,,,0,0.0
1829,115500,케이씨에스,5810,-160,-2.68,236.0,24.62,1724.0,3.37,220,3.79
1830,281820,케이씨텍,29900,-300,-0.99,1859.0,16.08,14541.0,2.06,200,0.67
1831,089150,케이씨티,5400,-80,-1.46,50.0,108.0,2151.0,2.51,60,1.11
1832,025880,케이씨피드,2355,-90,-3.68,,,3124.0,0.75,15,0.64
1833,093320,케이아이엔엑스,71400,-900,-1.24,3291.0,21.7,16719.0,4.27,500,0.7
1834,073010,케이에스피,1555,-15,-0.96,46.0,33.8,629.0,2.47,0,0.0
1835,105330,케이엔더블유,8700,930,11.97,,,4847.0,1.79,0,0.0
1836,272110,케이엔제이,13900,-1100,-7.33,863.0,16.11,4267.0,3.26,0,0.0
1837,039420,케이엘넷,2780,-35,-1.24,166.0,16.75,1501.0,1.85,60,2.16
1838,083550,케이엠,12400,-300,-2.36,666.0,18.62,7816.0,1.59,50,0.4
1839,032500,케이엠더블유,82100,1500,1.86,2654.0,30.93,5444.0,15.08,0,0.0
1840,225430,케이엠제약,3025,15,0.5,,,1077.0,2.81,0,0.0
1841,064820,케이프,5130,-190,-3.57,260.0,19.73,5801.0,0.88,0,0.0
1842,347140,케이프이에스제4호,2050,0,0.0,,,,,0,0.0
1843,256940,케이피에스,21700,-1800,-7.66,,,2357.0,9.21,0,0.0
1844,024880,케이피에프,5490,190,3.58,480.0,11.44,9274.0,0.59,160,2.91
1845,042040,케이피엠테크,3020,-95,-3.05,,,1132.0,2.67,0,0.0
1846,054410,케이피티유,6010,10,0.17,,,6500.0,0.92,0,0.0
1847,274090,켄코아에어로스페이스,8070,-300,-3.58,,,3679.0,2.19,0,0.0
1848,217600,켐온,4140,-180,-4.17,32.0,129.38,581.0,7.13,0,0.0
1849,089010,켐트로닉스,29850,2550,9.34,1235.0,24.17,6618.0,4.51,300,1.01
1850,220260,켐트로스,7600,-200,-2.56,11.0,690.91,1692.0,4.49,0,0.0
1851,052400,코나아이,25800,0,0.0,,,5557.0,4.64,0,0.0
1852,033110,코너스톤네트웍스,204,0,0.0,,,288.0,0.71,0,0.0
1853,094860,코닉글로리,2510,20,0.8,,,214.0,11.73,0,0.0
1854,046070,코다코,1340,-10,-0.74,,,752.0,1.78,0,0.0
1855,047770,코데즈컴바인,2585,-35,-1.34,181.0,14.28,1099.0,2.35,0,0.0
1856,078940,코드네이처,2145,-55,-2.5,,,695.0,3.09,0,0.0
1857,080530,코디,1785,-20,-1.11,,,1852.0,0.96,0,0.0
1858,224060,코디엠,426,-18,-4.05,41.0,10.39,448.0,0.95,0,0.0
1859,078650,코렌,1000,-20,-1.96,,,1030.0,0.97,0,0.0
1860,104540,코렌텍,16850,-650,-3.71,246.0,68.5,2671.0,6.31,0,0.0
1861,027050,코리아나,4865,-45,-0.92,19.0,256.05,1953.0,2.49,0,0.0
1862,290510,코리아센터,8010,50,0.63,101.0,79.31,2528.0,3.17,0,0.0
1863,007815,코리아써우,7920,-60,-0.75,,,,,0,0.0
1864,007810,코리아써키트,14650,-50,-0.34,25.0,586.0,12169.0,1.2,0,0.0
1865,00781K,코리아써키트2우B,7360,10,0.14,,,,,0,0.0
1866,190650,코리아에셋투자증권,7850,0,0.0,1207.0,6.5,10902.0,0.72,300,3.82
1867,101670,코리아에스이,1245,30,2.47,,,1600.0,0.78,0,0.0
1868,123410,코리아에프티,3355,155,4.84,206.0,16.29,4293.0,0.78,60,1.79
1869,003690,코리안리,7860,-50,-0.63,1550.0,5.07,20404.0,0.39,500,6.36
1870,036690,코맥스,5760,-230,-3.84,255.0,22.59,4539.0,1.27,50,0.87
1871,049430,코메론,9130,-30,-0.33,1660.0,5.5,15526.0,0.59,200,2.19
1872,183300,코미코,48900,500,1.03,2515.0,19.44,13185.0,3.71,400,0.82
1873,041960,코미팜,13000,-150,-1.14,,,1146.0,11.34,0,0.0
1874,089890,코세스,9370,-20,-0.21,383.0,24.46,1608.0,5.83,0,0.0
1875,009730,코센,905,0,0.0,,,230.0,3.93,0,0.0
1876,082660,코스나인,1585,-40,-2.46,,,629.0,2.52,0,0.0
1877,192820,코스맥스,96200,-1600,-1.64,3168.0,30.37,34178.0,2.81,900,0.94
1878,044820,코스맥스비티아이,17400,-350,-1.97,42.0,414.29,30613.0,0.57,250,1.44
1879,222040,코스맥스엔비티,8360,-300,-3.46,,,3413.0,2.45,0,0.0
1880,241710,코스메카코리아,12100,0,0.0,456.0,26.54,11958.0,1.01,0,0.0
1881,005070,코스모신소재,20150,100,0.5,,,5026.0,4.01,0,0.0
1882,005420,코스모화학,12900,400,3.2,,,5351.0,2.41,0,0.0
1883,069110,코스온,4585,-25,-0.54,,,4765.0,0.96,0,0.0
1884,071950,코아스,1120,-5,-0.44,70.0,16.0,811.0,1.38,0,0.0
1885,166480,코아스템,23550,-1000,-4.07,,,3671.0,6.42,0,0.0
1886,045970,코아시아,10400,-100,-0.95,303.0,34.32,4597.0,2.26,60,0.58
1887,029960,코엔텍,9190,-40,-0.43,485.0,18.95,3056.0,3.01,540,5.88
1888,002020,코오롱,24000,1200,5.26,,,43841.0,0.55,500,2.08
1889,003070,코오롱글로벌,19100,-300,-1.55,1922.0,9.94,18259.0,1.05,350,1.83
1890,003075,코오롱글로벌우,29900,-800,-2.61,,,,,400,1.34
1891,144620,코오롱머티리얼,3520,-90,-2.49,,,1028.0,3.42,0,0.0
1892,102940,코오롱생명과학,29050,-100,-0.34,,,8852.0,3.28,0,0.0
1893,002025,코오롱우,15350,550,3.72,,,,,550,3.58
1894,120110,코오롱인더,43900,1700,4.03,1087.0,40.39,67767.0,0.65,900,2.05
1895,120115,코오롱인더우,23600,700,3.06,,,,,950,4.03
1896,138490,코오롱플라스틱,4810,85,1.8,143.0,33.64,5200.0,0.93,70,1.46
1897,021240,코웨이,74100,700,0.95,4611.0,16.07,14611.0,5.07,2400,3.24
1898,033290,코웰패션,5580,60,1.09,584.0,9.55,2695.0,2.07,100,1.79
1899,056360,코위버,10600,500,4.95,2208.0,4.8,12111.0,0.88,200,1.89
1900,282880,코윈테크,23450,-100,-0.42,2118.0,11.07,10940.0,2.14,470,2.0
1901,121850,코이즈,1825,-225,-10.98,,,1245.0,1.47,0,0.0
1902,015710,코콤,7100,-90,-1.25,495.0,14.34,6725.0,1.06,160,2.25
1903,052330,코텍,9090,20,0.22,2069.0,4.39,20412.0,0.45,400,4.4
1904,322780,코퍼스코리아,2340,-105,-4.29,,,,,0,0.0
1905,126600,코프라,4850,390,8.74,424.0,11.44,5167.0,0.94,70,1.44
1906,200130,콜마비앤에이치,49950,-950,-1.87,1844.0,27.09,8544.0,5.85,250,0.5
1907,031820,콤텍시스템,1515,-25,-1.62,20.0,75.75,1398.0,1.08,0,0.0
1908,192400,쿠쿠홀딩스,98300,1500,1.55,12779.0,7.69,94719.0,1.04,3000,3.05
1909,284740,쿠쿠홈시스,38600,150,0.39,2892.0,13.35,19326.0,2.0,560,1.45
1910,317690,퀀타매트릭스,26500,-4650,-14.93,,,2372.0,11.17,0,0.0
1911,060280,큐렉소,8410,-160,-1.87,,,1318.0,6.38,0,0.0
1912,015590,큐로,651,-13,-1.96,17.0,38.29,451.0,1.44,0,0.0
1913,040350,큐로컴,1865,-70,-3.62,,,430.0,4.34,0,0.0
1914,051780,큐로홀딩스,606,-27,-4.27,,,276.0,2.2,0,0.0
1915,115180,큐리언트,35700,-700,-1.92,,,1786.0,19.99,0,0.0
1916,043090,큐브앤컴퍼니,1435,65,4.74,,,731.0,1.96,0,0.0
1917,182360,큐브엔터,3760,20,0.53,37.0,101.62,663.0,5.67,0,0.0
1918,066310,큐에스아이,17650,250,1.44,137.0,128.83,6583.0,2.68,50,0.28
1919,016600,큐캐피탈,554,0,0.0,37.0,14.97,798.0,0.69,0,0.0
1920,264900,크라운제과,9050,120,1.34,1425.0,6.35,10682.0,0.85,250,2.76
1921,26490K,크라운제과우,9970,-80,-0.8,,,,,252,2.53
1922,005740,크라운해태홀딩스,8840,-10,-0.11,,,17087.0,0.52,100,1.13
1923,005745,크라운해태홀딩스우,12550,-100,-0.79,,,,,105,0.84
1924,043590,크로바하이텍,1490,0,0.0,,,688.0,2.17,0,0.0
1925,114120,크루셜텍,1480,-35,-2.31,,,3562.0,0.42,0,0.0
1926,110790,크리스에프앤씨,23700,-1050,-4.24,2140.0,11.07,18523.0,1.28,400,1.69
1927,083790,크리스탈지노믹스,16750,-650,-3.74,,,3538.0,4.73,0,0.0
1928,045520,크린앤사이언스,28750,-150,-0.52,1314.0,21.88,6496.0,4.43,300,1.04
1929,214150,클래시스,15300,-200,-1.29,534.0,28.65,1366.0,11.2,46,0.3
1930,352770,클리노믹스,21700,-650,-2.91,,,452.0,48.01,0,0.0
1931,237880,클리오,19050,-400,-2.06,177.0,107.63,8563.0,2.22,220,1.15
1932,139670,키네마스터,32850,-1950,-5.6,5.0,6570.0,927.0,35.44,0,0.0
1933,020120,키다리스튜디오,9820,-90,-0.91,139.0,70.65,1213.0,8.1,0,0.0
1934,311270,키움제5호스팩,2080,25,1.22,,,,,0,0.0
1935,039490,키움증권,152000,4500,3.05,14017.0,10.84,87976.0,1.73,2000,1.32
