,종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률
958,035890,서희건설,1705,-20,-1.16,331.0,5.15,1826.0,0.93,30,1.76
959,357550,석경에이티,36600,-1800,-4.69,251.0,145.82,2271.0,16.12,0,0.0
960,003100,선광,29200,300,1.04,831.0,35.14,46250.0,0.63,350,1.2
961,123420,선데이토즈,21550,50,0.23,318.0,67.77,14294.0,1.51,0,0.0
962,007610,선도전기,3135,-10,-0.32,,,4797.0,0.65,25,0.8
963,171090,선익시스템,7430,-70,-0.93,829.0,8.96,10070.0,0.74,100,1.35
964,136490,선진,13600,-550,-3.89,899.0,15.13,13439.0,1.01,50,0.37
965,002820,선창산업,4610,-190,-3.96,,,17354.0,0.27,0,0.0
966,014620,성광벤드,7440,-160,-2.11,221.0,33.67,15359.0,0.48,100,1.34
967,037350,성도이엔지,5150,-10,-0.19,,,8985.0,0.57,50,0.97
968,014910,성문전자,1930,20,1.05,,,1356.0,1.42,0,0.0
969,014915,성문전자우,8200,-20,-0.24,,,,,5,0.06
970,003080,성보화학,4325,-15,-0.35,,,7324.0,0.59,135,3.12
971,004980,성신양회,7610,0,0.0,700.0,10.87,15851.0,0.48,150,1.97
972,004985,성신양회우,11650,-650,-5.28,,,,,200,1.72
973,011300,성안,374,1,0.27,,,1131.0,0.33,0,0.0
974,081580,성우전자,2875,55,1.95,,,6595.0,0.44,0,0.0
975,045300,성우테크론,4975,75,1.53,492.0,10.11,5254.0,0.95,40,0.8
976,015750,성우하이텍,7090,840,13.44,492.0,14.41,13553.0,0.52,80,1.13
977,000180,성창기업지주,2285,-35,-1.51,,,7529.0,0.3,0,0.0
978,080470,성창오토텍,9460,420,4.65,,,5186.0,1.82,30,0.32
979,043260,성호전자,1500,-50,-3.23,,,1156.0,1.3,0,0.0
980,148150,세경하이테크,23350,50,0.21,1991.0,11.73,11869.0,1.97,250,1.07
981,002420,세기상사,61600,0,0.0,,,55045.0,1.12,0,0.0
982,053060,세동,2070,-55,-2.59,,,1770.0,1.17,0,0.0
983,017510,세명전기,4170,-10,-0.24,224.0,18.62,4681.0,0.89,80,1.92
984,214310,세미콘라이트,1425,-60,-4.04,,,1565.0,0.91,0,0.0
985,004360,세방,14600,2200,17.74,240.0,60.83,35497.0,0.41,175,1.2
986,004365,세방우,7870,540,7.37,,,,,180,2.29
987,004490,세방전지,89800,-700,-0.77,5701.0,15.75,75298.0,1.19,500,0.56
988,011560,세보엠이씨,6080,-10,-0.16,,,14252.0,0.43,150,2.47
989,001430,세아베스틸,12000,400,3.45,483.0,24.84,51512.0,0.23,300,2.5
990,306200,세아제강,100500,-500,-0.5,8768.0,11.46,201388.0,0.5,2000,1.99
991,003030,세아제강지주,47050,50,0.11,,,232984.0,0.2,1500,3.19
992,019440,세아특수강,11600,0,0.0,1304.0,8.9,37014.0,0.31,900,7.76
993,058650,세아홀딩스,78700,300,0.38,7707.0,10.21,491403.0,0.16,2250,2.86
994,013000,세우글로벌,3075,-20,-0.65,3.0,1025.0,1387.0,2.22,0,0.0
995,100700,세운메디칼,6790,-140,-2.02,219.0,31.0,2174.0,3.12,50,0.74
996,234100,세원,5320,200,3.91,69.0,77.1,1619.0,3.29,0,0.0
997,024830,세원물산,6280,0,0.0,1572.0,3.99,22641.0,0.28,25,0.4
998,091090,세원셀론텍,2985,-105,-3.4,,,2896.0,1.03,0,0.0
999,021820,세원정공,8090,0,0.0,760.0,10.64,41536.0,0.19,25,0.31
1000,067830,세이브존I&C,3020,35,1.17,590.0,5.12,10914.0,0.28,30,0.99
1001,033530,세종공업,10050,650,6.91,257.0,39.11,16554.0,0.61,50,0.5
1002,258830,세종메디칼,13400,-800,-5.63,520.0,25.77,6822.0,1.96,100,0.75
1003,036630,세종텔레콤,464,-23,-4.72,4.0,116.0,557.0,0.83,0,0.0
1004,039310,세중,2840,-70,-2.41,123.0,23.09,4462.0,0.64,0,0.0
1005,075580,세진중공업,6620,-120,-1.78,42.0,157.62,2765.0,2.39,20,0.3
1006,067770,세진티에스,7000,-70,-0.99,,,4464.0,1.57,0,0.0
1007,053450,세코닉스,7360,10,0.14,,,9257.0,0.8,50,0.68
1008,234340,세틀뱅크,32550,-150,-0.46,1466.0,22.2,11939.0,2.73,380,1.17
1009,027970,세하,1780,-60,-3.26,323.0,5.51,1090.0,1.63,0,0.0
1010,145210,세화아이엠씨,578,-25,-4.15,,,588.0,0.98,0,0.0
1011,252500,세화피앤씨,3840,-80,-2.04,30.0,128.0,1256.0,3.06,10,0.26
1012,347000,센코,26450,-900,-3.29,,,1950.0,13.56,0,0.0
1013,308170,센트랄모텍,28250,-750,-2.59,782.0,36.13,11636.0,2.43,0,0.0
1014,051980,센트럴바이오,2730,-125,-4.38,,,528.0,5.17,0,0.0
1015,012600,센트럴인사이트,10050,-50,-0.5,,,801.0,12.55,0,0.0
1016,331920,셀레믹스,29100,-500,-1.69,,,800.0,36.38,0,0.0
1017,049180,셀루메드,5980,0,0.0,,,213.0,28.08,0,0.0
1018,299660,셀리드,41000,-700,-1.68,,,5359.0,7.65,0,0.0
1019,268600,셀리버리,186000,4100,2.25,,,3489.0,53.31,0,0.0
1020,108860,셀바스AI,2785,-40,-1.42,,,1380.0,2.02,0,0.0
1021,208370,셀바스헬스케어,2470,-40,-1.59,,,1114.0,2.22,0,0.0
1022,068270,셀트리온,367000,9500,2.66,2196.0,167.12,20421.0,17.97,0,0.0
1023,068760,셀트리온제약,220900,5200,2.41,236.0,936.02,7674.0,28.79,0,0.0
1024,091990,셀트리온헬스케어,162900,8200,5.3,427.0,381.5,10816.0,15.06,0,0.0
1025,290690,소룩스,23750,-1750,-6.86,935.0,25.4,3274.0,7.25,50,0.21
1026,053110,소리바다,330,-4,-1.2,,,338.0,0.98,0,0.0
1027,032680,소프트센,1985,-20,-1.0,,,975.0,2.04,0,0.0
1028,032685,소프트센우,29900,-300,-0.99,,,,,0,0.0
1029,258790,소프트캠프,3710,115,3.2,26.0,142.69,401.0,9.25,0,0.0
1030,066910,손오공,1705,-20,-1.16,,,909.0,1.88,0,0.0
1031,043100,솔고바이오,392,0,0.0,,,566.0,0.69,0,0.0
1032,336370,솔루스첨단소재,52200,1000,1.95,113.0,461.95,3551.0,14.7,0,0.0
1033,33637K,솔루스첨단소재1우,16850,350,2.12,,,,,0,0.0
1034,33637L,솔루스첨단소재2우B,33000,800,2.48,,,,,0,0.0
1035,154040,솔루에타,4140,-60,-1.43,,,4924.0,0.84,0,0.0
1036,035610,솔본,5820,-370,-5.98,78.0,74.62,5130.0,1.13,0,0.0
1037,357780,솔브레인,288600,-2000,-0.69,,,,,0,0.0
1038,036830,솔브레인홀딩스,45900,450,0.99,6665.0,6.89,45837.0,1.0,850,1.85
1039,304100,솔트룩스,37600,-50,-0.13,249.0,151.0,9100.0,4.13,0,0.0
1040,004430,송원산업,17350,-400,-2.25,1448.0,11.98,17983.0,0.96,150,0.86
1041,086980,쇼박스,3360,75,2.28,52.0,64.62,2247.0,1.5,50,1.49
1042,050960,수산아이앤티,29750,6850,29.91,430.0,69.19,11277.0,2.64,75,0.25
1043,017550,수산중공업,3090,-155,-4.78,3.0,1030.0,1859.0,1.66,10,0.32
1044,084180,수성,2380,-10,-0.42,,,1235.0,1.93,0,0.0
1045,253840,수젠텍,18500,-950,-4.88,,,1838.0,10.07,0,0.0
1046,058530,슈펙스비앤피,162,0,0.0,,,541.0,0.3,0,0.0
1047,236200,슈프리마,29900,-200,-0.66,3650.0,8.19,18961.0,1.58,0,0.0
1048,317770,슈프리마아이디,18800,400,2.17,397.0,47.36,12939.0,1.45,0,0.0
1049,094840,슈프리마에이치큐,10200,1500,17.24,821.0,12.42,13936.0,0.73,0,0.0
1050,192440,슈피겐코리아,66600,0,0.0,6690.0,9.96,47368.0,1.41,1300,1.95
1051,099440,스맥,1920,-15,-0.78,,,3428.0,0.56,0,0.0
1052,053210,스카이라이프,8920,70,0.79,1147.0,7.78,14620.0,0.61,350,3.92
1053,033790,스카이문스테크놀로지,829,0,0.0,,,1168.0,0.71,0,0.0
1054,131100,스카이이앤엠,1900,-15,-0.78,,,516.0,3.68,0,0.0
1055,159910,스킨앤스킨,263,0,0.0,,,282.0,0.93,0,0.0
1056,158310,스타모빌리티,505,0,0.0,,,2426.0,0.21,0,0.0
1057,115570,스타플렉스,4850,-70,-1.42,,,9954.0,0.49,80,1.65
1058,253450,스튜디오드래곤,99800,200,0.2,941.0,106.06,15242.0,6.55,0,0.0
1059,204630,스튜디오산타클로스,2160,-40,-1.82,,,1371.0,1.58,0,0.0
1060,013810,스페코,11500,-50,-0.43,632.0,18.2,2614.0,4.4,0,0.0
1061,049830,승일,8430,-110,-1.29,,,22914.0,0.37,0,0.0
1062,020710,시공테크,5400,50,0.93,786.0,6.87,5404.0,1.0,80,1.48
1063,033170,시그네틱스,847,-27,-3.09,,,1627.0,0.52,0,0.0
1064,048870,시너지이노베이션,3375,-125,-3.57,54.0,62.5,1153.0,2.93,0,0.0
1065,025320,시노펙스,4100,-75,-1.8,89.0,46.07,1142.0,3.59,0,0.0
1066,134790,시디즈,55500,-700,-1.25,4655.0,11.92,16020.0,3.46,300,0.54
1067,269620,시스웍,2055,-110,-5.08,37.0,55.54,732.0,2.81,40,1.95
1068,131090,시큐브,1590,-15,-0.93,133.0,11.95,754.0,2.11,10,0.63
1069,016590,신대양제지,63700,-1000,-1.55,13849.0,4.6,103836.0,0.61,625,0.98
1070,290520,신도기연,21900,-50,-0.23,2258.0,9.7,7056.0,3.1,0,0.0
1071,029530,신도리코,26400,750,2.92,1473.0,17.92,86372.0,0.31,1000,3.79
1072,004970,신라교역,9330,0,0.0,645.0,14.47,32378.0,0.29,500,5.36
1073,001000,신라섬유,2065,-35,-1.67,9.0,229.44,595.0,3.47,0,0.0
1074,025870,신라에스지,8750,90,1.04,181.0,48.34,3963.0,2.21,0,0.0
1075,215600,신라젠,12100,0,0.0,,,858.0,14.1,0,0.0
1076,065350,신성델타테크,10950,-750,-6.41,261.0,41.95,5302.0,2.07,80,0.73
1077,011930,신성이엔지,3570,15,0.42,15.0,238.0,704.0,5.07,0,0.0
1078,005390,신성통상,1755,15,0.86,51.0,34.41,1652.0,1.06,0,0.0
1079,004170,신세계,247500,7500,3.13,52658.0,4.7,398826.0,0.62,2000,0.81
1080,035510,신세계 I&C,135000,1000,0.75,6512.0,20.73,115835.0,1.17,2000,1.48
1081,034300,신세계건설,30000,650,2.21,4379.0,6.85,49395.0,0.61,800,2.67
1082,031430,신세계인터내셔날,166000,4000,2.47,10361.0,16.02,83650.0,1.98,1100,0.66
1083,031440,신세계푸드,66000,-300,-0.45,1124.0,58.72,81369.0,0.81,750,1.14
1084,006880,신송홀딩스,4100,20,0.49,,,7609.0,0.54,80,1.95
1085,002800,신신제약,9510,-390,-3.94,141.0,67.45,3715.0,2.56,28,0.29
1086,323280,신영스팩5호,2085,5,0.24,,,,,0,0.0
1087,344050,신영스팩6호,2055,15,0.74,,,,,0,0.0
1088,005800,신영와코루,104500,2000,1.95,4238.0,24.66,343727.0,0.3,1500,1.44
1089,001720,신영증권,54400,900,1.68,2324.0,23.41,69280.0,0.79,2500,4.6
1090,001725,신영증권우,52400,700,1.35,,,,,2550,4.87
1091,009270,신원,1500,15,1.01,19.0,78.95,2373.0,0.63,0,0.0
1092,009275,신원우,38350,-650,-1.67,,,,,0,0.0
1093,017000,신원종합개발,5250,-60,-1.13,1351.0,3.89,8649.0,0.61,0,0.0
1094,002700,신일전자,1885,-20,-1.05,61.0,30.9,978.0,1.93,20,1.06
1095,012790,신일제약,23000,-850,-3.56,672.0,34.23,9044.0,2.54,150,0.65
1096,138070,신진에스엠,4760,0,0.0,275.0,17.31,7926.0,0.6,70,1.47
1097,226330,신테카바이오,25450,-1050,-3.96,,,3505.0,7.26,0,0.0
1098,019170,신풍제약,131500,0,0.0,35.0,3757.14,3782.0,34.77,0,0.0
1099,019175,신풍제약우,130000,0,0.0,,,,,0,0.0
1100,002870,신풍제지,3065,-150,-4.67,709.0,4.32,1981.0,1.55,60,1.96
1101,333050,신한제6호스팩,2060,10,0.49,,,,,0,0.0
1102,055550,신한지주,33650,-100,-0.3,7000.0,4.81,79682.0,0.42,1850,5.5
1103,001770,신화실업,21950,-500,-2.23,793.0,27.68,28118.0,0.78,100,0.46
1104,056700,신화인터텍,3285,-45,-1.35,327.0,10.05,3315.0,0.99,50,1.52
1105,187270,신화콘텍,2865,-150,-4.98,,,4818.0,0.59,0,0.0
1106,004080,신흥,10900,-150,-1.36,214.0,50.93,9162.0,1.19,200,1.83
1107,243840,신흥에스이씨,51000,2500,5.15,2446.0,20.85,15448.0,3.3,280,0.55
1108,108320,실리콘웍스,64700,700,1.09,2370.0,27.3,29033.0,2.23,830,1.28
1109,222800,심텍,23450,100,0.43,,,6678.0,3.51,160,0.68
1110,036710,심텍홀딩스,2725,70,2.64,,,2910.0,0.94,10,0.37
1111,160980,싸이맥스,19900,-100,-0.5,312.0,63.78,9725.0,2.05,250,1.26
1112,217330,싸이토젠,55400,5100,10.14,,,3181.0,17.42,0,0.0
1113,102280,쌍방울,616,-3,-0.48,,,1083.0,0.57,0,0.0
1114,003410,쌍용양회,6670,-90,-1.33,259.0,25.75,3566.0,1.87,42,0.63
1115,010280,쌍용정보통신,1440,-35,-2.37,32.0,45.0,1095.0,1.32,0,0.0
1116,003620,쌍용차,2770,0,0.0,,,2690.0,1.03,0,0.0
1117,004770,써니전자,5210,-50,-0.95,20.0,260.5,1598.0,3.26,0,0.0
1118,208640,썸에이지,1350,30,2.27,,,205.0,6.59,0,0.0
1119,222420,쎄노텍,2140,-65,-2.95,,,869.0,2.46,0,0.0
1120,037760,쎄니트,1745,0,0.0,62.0,28.15,2143.0,0.81,30,1.72
1121,136510,쎄미시스코,7660,110,1.46,,,4633.0,1.65,0,0.0
1122,099320,쎄트렉아이,38300,100,0.26,992.0,38.61,8775.0,4.36,210,0.55
1123,015540,쎌마테라퓨틱스,7260,-860,-10.59,,,346.0,20.98,0,0.0
1124,049960,쎌바이오텍,22000,-300,-1.35,976.0,22.54,11022.0,2.0,600,2.73
1125,050890,쏠리드,11600,350,3.11,121.0,95.87,2350.0,4.94,0,0.0
1126,066790,씨씨에스,846,0,0.0,,,590.0,1.43,0,0.0
1127,222080,씨아이에스,10400,-400,-3.7,212.0,49.06,926.0,11.23,0,0.0
1128,004920,씨아이테크,891,-5,-0.56,,,1692.0,0.53,0,0.0
1129,264660,씨앤지하이테크,14500,300,2.11,1432.0,10.13,8019.0,1.81,150,1.03
1130,297090,씨에스베어링,37350,50,0.13,750.0,49.8,4781.0,7.81,0,0.0
1131,112610,씨에스윈드,174500,-2500,-1.41,1955.0,89.26,18709.0,9.33,460,0.26
1132,115530,씨엔플러스,839,0,0.0,,,222.0,3.78,0,0.0
1133,225330,씨엠에스에듀,5140,-70,-1.34,330.0,15.58,2079.0,2.47,425,8.27
1134,115480,씨유메디칼,2495,-110,-4.22,,,2747.0,0.91,0,0.0
1135,096530,씨젠,186600,-3400,-1.79,1026.0,181.87,5815.0,32.09,100,0.05
1136,101240,씨큐브,7570,250,3.42,659.0,11.49,5336.0,1.42,170,2.25
1137,060590,씨티씨바이오,7680,-290,-3.64,,,3870.0,1.98,0,0.0
1138,260930,씨티케이코스메틱스,14900,200,1.36,797.0,18.7,17056.0,0.87,300,2.01
1139,013990,아가방컴퍼니,3500,-10,-0.28,,,4106.0,0.85,0,0.0
1140,123860,아나패스,26800,-600,-2.19,,,5451.0,4.92,100,0.37
1141,025980,아난티,8610,160,1.89,,,4451.0,1.93,0,0.0
1142,008700,아남전자,3355,80,2.44,12.0,279.58,748.0,4.49,0,0.0
1143,050320,아래스,990,0,0.0,,,60.0,16.5,0,0.0
1144,058220,아리온,275,0,0.0,,,523.0,0.53,0,0.0
1145,125210,아모그린텍,15200,-650,-4.1,109.0,139.45,2317.0,6.56,0,0.0
1146,002790,아모레G,57400,2100,3.8,1444.0,39.75,35078.0,1.64,300,0.52
1147,00279K,아모레G3우(전환),36800,500,1.38,,,,,834,2.27
1148,002795,아모레G우,20650,150,0.73,,,,,305,1.48
1149,090430,아모레퍼시픽,203500,3500,1.75,3477.0,58.53,65050.0,3.13,1000,0.49
1150,090435,아모레퍼시픽우,61800,-200,-0.32,,,,,1005,1.63
1151,052710,아모텍,41300,350,0.85,37.0,1116.22,20412.0,2.02,0,0.0
1152,074430,아미노로직스,3090,-250,-7.49,,,590.0,5.24,0,0.0
1153,092040,아미코젠,35850,-1350,-3.63,5.0,7170.0,6354.0,5.64,0,0.0
1154,083930,아바코,10750,150,1.42,1364.0,7.88,8150.0,1.32,300,2.79
1155,149950,아바텍,8810,30,0.34,499.0,17.66,8719.0,1.01,100,1.14
1156,036010,아비코전자,8140,-130,-1.57,,,7706.0,1.06,70,0.86
1157,002030,아세아,93800,1100,1.19,25353.0,3.7,354657.0,0.26,1750,1.87
1158,183190,아세아시멘트,81500,-300,-0.37,7159.0,11.38,204892.0,0.4,1500,1.84
1159,002310,아세아제지,39400,-350,-0.88,6860.0,5.74,65302.0,0.6,600,1.52
1160,050860,아세아텍,3225,-15,-0.46,60.0,53.75,5637.0,0.57,50,1.55
1161,246720,아스타,4880,-60,-1.21,,,1291.0,3.78,0,0.0
1162,067390,아스트,5440,-130,-2.33,,,7376.0,0.74,0,0.0
1163,127710,아시아경제,2080,5,0.24,146.0,14.25,4044.0,0.51,0,0.0
1164,267850,아시아나IDT,24500,-900,-3.54,,,12737.0,1.92,500,2.04
1165,020560,아시아나항공,4210,0,0.0,,,3552.0,1.19,0,0.0
1166,154030,아시아종묘,5790,-120,-2.03,,,1562.0,3.71,0,0.0
1167,227610,아우딘퓨쳐스,5970,310,5.48,,,3414.0,1.75,0,0.0
1168,143160,아이디스,27800,200,0.72,185.0,150.27,14218.0,1.96,250,0.9
1169,054800,아이디스홀딩스,12800,50,0.39,,,20285.0,0.63,200,1.56
1170,332370,아이디피,8210,-80,-0.97,680.0,12.07,4385.0,1.87,0,0.0
1171,122900,아이마켓코리아,8550,-30,-0.35,483.0,17.7,10185.0,0.84,600,7.02
1172,339950,아이비김영,1660,0,0.0,,,,,0,0.0
1173,099190,아이센스,28450,-750,-2.57,1723.0,16.51,14454.0,1.97,200,0.7
1174,289010,아이스크림에듀,8110,-150,-1.82,417.0,19.45,5793.0,1.4,100,1.23
1175,214430,아이쓰리시스템,23100,550,2.44,26.0,888.46,9715.0,2.38,70,0.3
1176,040910,아이씨디,18200,-50,-0.27,701.0,25.96,8394.0,2.17,150,0.82
1177,068940,아이씨케이,3990,-105,-2.56,,,475.0,8.4,0,0.0
1178,052860,아이앤씨,4590,10,0.22,339.0,13.54,3126.0,1.47,100,2.18
1179,010780,아이에스동서,55600,100,0.18,2141.0,25.97,35551.0,1.56,700,1.26
1180,069920,아이에스이커머스,3960,20,0.51,,,1949.0,2.03,0,0.0
1181,038880,아이에이,1245,130,11.66,7.0,177.86,236.0,5.28,0,0.0
1182,123010,아이에이네트웍스,1775,35,2.01,,,222.0,8.0,0,0.0
1183,307180,아이엘사이언스,3085,-65,-2.06,,,621.0,4.97,0,0.0
1184,101390,아이엠,809,-13,-1.58,,,770.0,1.05,0,0.0
1185,090740,아이엠이연이,8000,100,1.27,509.0,15.72,4372.0,1.83,50,0.63
1186,226350,아이엠텍,214,0,0.0,,,456.0,0.47,0,0.0
1187,078860,아이오케이,1655,115,7.47,,,2035.0,0.81,0,0.0
1188,114810,아이원스,6330,-220,-3.36,,,4788.0,1.32,0,0.0
1189,031310,아이즈비전,3915,-40,-1.01,,,5581.0,0.7,0,0.0
1190,185490,아이진,12400,-650,-4.98,,,1634.0,7.59,0,0.0
1191,059100,아이컴포넌트,6050,1395,29.97,,,4061.0,1.49,0,0.0
1192,175250,아이큐어,62600,-2100,-3.25,,,15129.0,4.14,0,0.0
1193,052460,아이크래프트,4325,-75,-1.7,,,2209.0,1.96,0,0.0
1194,119830,아이텍,8990,40,0.45,,,5276.0,1.7,0,0.0
1195,052770,아이톡시,4460,0,0.0,,,703.0,6.34,0,0.0
1196,124500,아이티센,5240,-70,-1.32,21.0,249.52,1882.0,2.78,0,0.0
1197,084850,아이티엠반도체,56400,800,1.44,2220.0,25.41,11668.0,4.83,0,0.0
1198,027360,아주IB투자,4590,-20,-0.43,137.0,33.5,1412.0,3.25,35,0.76
1199,033660,아주캐피탈,11750,-150,-1.26,1784.0,6.59,14145.0,0.83,650,5.53
1200,032080,아즈텍WB,2010,35,1.77,231.0,8.7,4437.0,0.45,0,0.0
1201,013310,아진산업,3155,100,3.27,421.0,7.49,5499.0,0.57,0,0.0
1202,059120,아진엑스텍,6030,10,0.17,253.0,23.83,4198.0,1.44,100,1.66
1203,158430,아톤,27300,300,1.11,,,10518.0,2.6,0,0.0
1204,067160,아프리카TV,61500,1500,2.5,3164.0,19.44,10346.0,5.94,550,0.89
1205,001540,안국약품,13200,-300,-2.22,221.0,59.73,11366.0,1.16,220,1.67
1206,053800,안랩,102900,4100,4.15,2204.0,46.69,20539.0,5.01,900,0.87
1207,065660,안트로젠,63700,-1100,-1.7,,,7607.0,8.37,0,0.0
1208,297570,알로이스,2905,35,1.22,,,953.0,3.05,0,0.0
1209,001780,알루코,4980,45,0.91,,,2755.0,1.81,0,0.0
1210,260660,알리코제약,13850,-450,-3.15,1007.0,13.75,6969.0,1.99,200,1.44
1211,131370,알서포트,12050,-250,-2.03,166.0,72.59,1163.0,10.36,20,0.17
1212,140670,알에스오토메이션,9470,370,4.07,16.0,591.88,4310.0,2.2,0,0.0
1213,096610,알에프세미,5900,-100,-1.67,,,6140.0,0.96,13,0.22
1214,061040,알에프텍,10200,-100,-0.97,,,6140.0,1.66,0,0.0
1215,148250,알엔투테크놀로지,19750,0,0.0,135.0,146.3,4500.0,4.39,50,0.25
1216,347860,알체라,38000,-2200,-5.47,,,997.0,38.11,0,0.0
1217,196170,알테오젠,160400,-6600,-3.95,,,2519.0,63.68,0,0.0
1218,123750,알톤스포츠,4480,180,4.19,,,1245.0,3.6,0,0.0
1219,085810,알티캐스트,1875,-35,-1.83,,,2931.0,0.64,0,0.0
1220,117670,알파홀딩스,5850,190,3.36,,,3815.0,1.53,0,0.0
1221,291650,압타머사이언스,28450,-2850,-9.11,,,924.0,30.79,0,0.0
1222,293780,압타바이오,70400,600,0.86,,,6907.0,10.19,0,0.0
1223,018250,애경산업,24950,0,0.0,1581.0,15.78,12817.0,1.95,450,1.8
1224,161000,애경유화,9320,-190,-2.0,966.0,9.65,11336.0,0.82,350,3.76
1225,196300,애니젠,17100,1450,9.27,,,2989.0,5.72,0,0.0
1226,310200,애니플러스,1525,-15,-0.97,,,1881.0,0.81,0,0.0
1227,205500,액션스퀘어,1590,-20,-1.24,,,489.0,3.25,0,0.0
1228,052790,액토즈소프트,9260,-210,-2.22,1897.0,4.88,10423.0,0.89,0,0.0
1229,131400,액트,4960,-40,-0.8,,,2215.0,2.24,0,0.0
1230,290740,액트로,11400,-350,-2.98,1484.0,7.68,7578.0,1.5,200,1.75
1231,238090,앤디포스,5540,-50,-0.89,,,2185.0,2.54,0,0.0
1232,092600,앤씨앤,4720,25,0.53,,,2028.0,2.33,0,0.0
1233,129890,앱코,28250,-600,-2.08,575.0,49.13,1337.0,21.13,0,0.0
1234,174900,앱클론,34600,-1050,-2.95,179.0,193.3,2337.0,14.81,0,0.0
1235,255440,야스,14400,50,0.35,1256.0,11.46,11536.0,1.25,150,1.04
1236,030960,양지사,9720,-20,-0.21,8787.0,1.11,11820.0,0.82,50,0.51
1237,102120,어보브반도체,16550,200,1.22,815.0,20.31,5175.0,3.2,200,1.21
1238,238120,얼라인드,9800,-350,-3.45,16.0,612.5,2918.0,3.36,0,0.0
1239,019990,에너토크,4420,-80,-1.78,51.0,86.67,4106.0,1.08,50,1.13
1240,011090,에넥스,1335,-50,-3.61,,,903.0,1.48,0,0.0
1241,041440,에버다임,4245,-85,-1.96,65.0,65.31,10599.0,0.4,40,0.94
1242,038680,에스넷,7230,-90,-1.23,408.0,17.72,4474.0,1.62,120,1.66
1243,217480,에스디생명공학,4640,-30,-0.64,,,4047.0,1.15,0,0.0
1244,121890,에스디시스템,739,0,0.0,,,1021.0,0.72,0,0.0
1245,097780,에스맥,1740,-35,-1.97,,,950.0,1.83,0,0.0
1246,042110,에스씨디,1645,-75,-4.36,,,2083.0,0.79,15,0.91
1247,298060,에스씨엠생명과학,48700,-2200,-4.32,,,1704.0,28.58,0,0.0
1248,065420,에스아이리소스,639,0,0.0,,,178.0,3.59,0,0.0
1249,103230,에스앤더블류,2875,-140,-4.64,,,5410.0,0.53,0,0.0
1250,101490,에스앤에스텍,42550,-50,-0.12,528.0,80.59,4489.0,9.48,50,0.12
1251,095910,에스에너지,8150,-80,-0.97,,,7431.0,1.1,50,0.61
1252,275630,에스에스알,6500,40,0.62,194.0,33.51,4265.0,1.52,0,0.0
1253,031330,에스에이엠티,2405,-15,-0.62,380.0,6.33,2383.0,1.01,140,5.82
1254,060540,에스에이티,2635,-70,-2.59,355.0,7.42,3231.0,0.82,50,1.9
1255,056190,에스에프에이,40200,150,0.37,3939.0,10.21,24380.0,1.65,1056,2.63
1256,080000,에스엔유,3980,-55,-1.36,226.0,17.61,3362.0,1.18,0,0.0
1257,005850,에스엘,18800,2500,15.34,1979.0,9.5,28224.0,0.67,400,2.13
1258,041510,에스엠,29900,700,2.4,,,18944.0,1.58,0,0.0
1259,007820,에스엠코어,7880,530,7.21,229.0,34.41,3919.0,2.01,70,0.89
1260,109610,에스와이,4150,-155,-3.6,,,3489.0,1.19,0,0.0
1261,012750,에스원,88600,1100,1.26,4337.0,20.43,34937.0,2.54,2500,2.82
1262,306040,에스제이그룹,15350,-550,-3.46,1824.0,8.42,7047.0,2.18,400,2.61
1263,080440,에스제이케이,498,0,0.0,,,997.0,0.5,0,0.0
1264,096630,에스코넥,2085,5,0.24,,,1383.0,1.51,0,0.0
1265,069510,에스텍,10850,-150,-1.36,2045.0,5.31,14115.0,0.77,600,5.53
1266,041910,에스텍파마,13100,-450,-3.32,1304.0,10.05,8633.0,1.52,100,0.76
1267,234300,에스트래픽,5010,-90,-1.76,,,1967.0,2.55,0,0.0
1268,039440,에스티아이,18900,-100,-0.53,1529.0,12.36,10548.0,1.79,250,1.32
1269,098660,에스티오,2085,-5,-0.24,270.0,7.72,2810.0,0.74,120,5.76
1270,052020,에스티큐브,9870,-280,-2.76,,,1029.0,9.59,0,0.0
1271,237690,에스티팜,96100,-1600,-1.64,,,16132.0,5.96,0,0.0
1272,050760,에스폴리텍,5680,-90,-1.56,684.0,8.3,3429.0,1.66,50,0.88
1273,288620,에스퓨얼셀,41000,-850,-2.03,263.0,155.89,5422.0,7.56,50,0.12
1274,317830,에스피시스템스,6570,120,1.86,212.0,30.99,3737.0,1.76,20,0.3
1275,058610,에스피지,9670,70,0.73,370.0,26.14,6336.0,1.53,100,1.03
1276,043340,에쎈테크,1185,-10,-0.84,,,385.0,3.08,0,0.0
1277,023960,에쓰씨엔지니어링,7170,-160,-2.18,,,994.0,7.21,0,0.0
1278,298690,에어부산,3340,-50,-1.47,,,1862.0,1.79,0,0.0
1279,054630,에이디칩스,970,-14,-1.42,,,683.0,1.42,0,0.0
1280,200710,에이디테크놀로지,30050,-850,-2.75,803.0,37.42,5518.0,5.45,0,0.0
1281,096690,에이루트,6770,340,5.29,350.0,19.34,13630.0,0.5,0,0.0
1282,078520,에이블씨엔씨,7360,0,0.0,,,9140.0,0.81,0,0.0
1283,298380,에이비엘바이오,27500,-1100,-3.85,,,2914.0,9.44,0,0.0
1284,195990,에이비프로바이오,1665,-125,-6.98,,,731.0,2.28,0,0.0
