,종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
304,001529,동양3우B,KOSPI,비금속광물,35350,-250,-0.7,3171672700
305,084670,동양고속,KOSPI,운수창고업,21850,-150,-0.68,63268182650
306,082640,동양생명,KOSPI,보험,6960,10,0.14,1123055751600
307,001525,동양우,KOSPI,비금속광물,7750,130,1.71,4787415250
308,008970,동양철관,KOSPI,철강금속,1465,-5,-0.34,174166949850
309,092780,동양피스톤,KOSPI,운수장비,8150,-210,-2.51,107322949000
310,049770,동원F&B,KOSPI,음식료품,209500,-2000,-0.95,808486478000
311,018500,동원금속,KOSPI,운수장비,1010,5,0.5,47222482330
312,006040,동원산업,KOSPI,"농업, 임업 및 어업",228500,-2500,-1.08,840340968500
313,030720,동원수산,KOSPI,"농업, 임업 및 어업",9520,-250,-2.56,44304223600
314,014820,동원시스템즈,KOSPI,화학,53300,-1500,-2.74,1555742306300
315,014825,동원시스템즈우,KOSPI,화학,35100,-400,-1.13,9314065800
316,163560,동일고무벨트,KOSPI,화학,8430,10,0.12,117177000000
317,004890,동일산업,KOSPI,철강금속,142000,-500,-0.35,344380530000
318,002690,동일제강,KOSPI,철강금속,3530,60,1.73,52950000000
319,000020,동화약품,KOSPI,의약품,16950,550,3.35,473438416500
320,000150,두산,KOSPI,서비스업,102500,-6000,-5.53,1693693087500
321,000157,두산2우B,KOSPI,서비스업,121000,-8000,-6.2,108057598000
322,241560,두산밥캣,KOSPI,기계,38450,-1350,-3.39,3854580432700
323,000155,두산우,KOSPI,서비스업,73500,-2700,-3.54,293739957000
324,034020,두산중공업,KOSPI,기계,24200,-1500,-5.84,12552675132800
325,336260,두산퓨얼셀,KOSPI,전기전자,50600,-4300,-7.83,3313982535600
326,33626K,두산퓨얼셀1우,KOSPI,전기전자,15800,-550,-3.36,211154360000
327,33626L,두산퓨얼셀2우B,KOSPI,전기전자,19800,-850,-4.12,59128740000
328,016740,두올,KOSPI,운수장비,4605,-160,-3.36,152272061400
329,192650,드림텍,KOSPI,전기전자,10150,-100,-0.98,663234200650
330,024090,디씨엠,KOSPI,철강금속,22200,-100,-0.45,259740000000
331,003160,디아이,KOSPI,의료정밀,8030,200,2.55,252919183550
332,092200,디아이씨,KOSPI,운수장비,5620,-30,-0.53,218553757780
333,377190,디앤디플랫폼리츠,KOSPI,서비스업,5490,0,0.0,353556000000
334,013570,디와이,KOSPI,기타금융,5500,0,0.0,144757981500
335,210540,디와이파워,KOSPI,기계,12950,-150,-1.15,142990118600
336,007340,디티알오토모티브,KOSPI,전기전자,58900,2300,4.06,588646894500
337,026890,디피씨,KOSPI,전기전자,15200,-600,-3.8,633508260000
338,115390,락앤락,KOSPI,화학,10650,-100,-0.93,564531344700
339,032350,롯데관광개발,KOSPI,서비스업,20300,-700,-3.33,1406295938600
340,089860,롯데렌탈,KOSPI,서비스업,39050,-400,-1.01,1430560160150
341,330590,롯데리츠,KOSPI,서비스업,5660,-40,-0.7,1375203883440
342,000400,롯데손해보험,KOSPI,보험,1865,-25,-1.32,578777236800
343,023530,롯데쇼핑,KOSPI,유통업,104500,-500,-0.48,2956174897500
344,004000,롯데정밀화학,KOSPI,화학,83900,-700,-0.83,2164620000000
345,286940,롯데정보통신,KOSPI,서비스업,39150,2000,5.38,602766358650
346,280360,롯데제과,KOSPI,음식료품,129000,-2000,-1.53,827756493000
347,004990,롯데지주,KOSPI,기타금융,33150,-500,-1.49,3477741206550
348,00499K,롯데지주우,KOSPI,기타금융,52400,100,0.19,51751445200
349,005300,롯데칠성,KOSPI,음식료품,158000,-1500,-0.94,1466063672000
350,005305,롯데칠성우,KOSPI,음식료품,73700,700,0.96,57140347000
351,011170,롯데케미칼,KOSPI,화학,229000,-3000,-1.29,7849070951000
352,002270,롯데푸드,KOSPI,음식료품,388000,0,0.0,469113340000
353,071840,롯데하이마트,KOSPI,유통업,27950,-250,-0.89,659835550400
354,027740,마니커,KOSPI,음식료품,434,0,0.0,86137105796
355,204320,만도,KOSPI,운수장비,63000,-1300,-2.02,2958298560000
356,001080,만호제강,KOSPI,철강금속,22100,50,0.23,91715000000
357,088980,맥쿼리인프라,KOSPI,기타금융,13500,-200,-1.46,5465414884500
358,094800,맵스리얼티1,KOSPI,기타금융,4985,15,0.3,462779140035
359,138040,메리츠금융지주,KOSPI,기타금융,33150,-550,-1.63,4442474396100
360,008560,메리츠증권,KOSPI,증권,4740,-115,-2.37,3231402944460
361,000060,메리츠화재,KOSPI,보험,29100,-400,-1.36,3510187500000
362,090370,메타랩스,KOSPI,섬유의복,1040,0,0.0,68989767600
363,017180,명문제약,KOSPI,의약품,5740,-80,-1.37,194892825960
