,종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
364,009900,명신산업,KOSPI,운수장비,29050,-350,-1.19,1524257363650
365,012690,모나리자,KOSPI,종이목재,4030,0,0.0,147382157650
366,005360,모나미,KOSPI,유통업,4710,-50,-1.05,89006315970
367,204210,모두투어리츠,KOSPI,서비스업,4495,-85,-1.86,35181533425
368,009680,모토닉,KOSPI,운수장비,11150,0,0.0,367950000000
369,009580,무림P&P,KOSPI,종이목재,4530,-40,-0.88,282528507720
370,009200,무림페이퍼,KOSPI,종이목재,2765,-25,-0.9,115049742150
371,033920,무학,KOSPI,음식료품,9720,-680,-6.54,277020000000
372,008420,문배철강,KOSPI,철강금속,4330,-5,-0.12,88780176650
373,025560,미래산업,KOSPI,의료정밀,13850,-400,-2.81,61660296950
374,007120,미래아이앤지,KOSPI,서비스업,540,-5,-0.92,69921439920
375,357250,미래에셋맵스리츠,KOSPI,서비스업,5100,40,0.79,102510000000
376,085620,미래에셋생명,KOSPI,보험,4275,-90,-2.06,756744207975
377,006800,미래에셋증권,KOSPI,증권,8730,-130,-1.47,5546312241840
378,00680K,미래에셋증권2우B,KOSPI,증권,4890,-45,-0.91,684600000000
379,006805,미래에셋증권우,KOSPI,증권,5720,-60,-1.04,80513290000
380,002840,미원상사,KOSPI,화학,208500,-2000,-0.95,1036245000000
381,268280,미원에스씨,KOSPI,화학,216000,-1000,-0.46,1101600000000
382,107590,미원홀딩스,KOSPI,기타금융,140000,1500,1.08,324800000000
383,134380,미원화학,KOSPI,화학,80400,-200,-0.25,176821147200
384,003650,미창석유,KOSPI,화학,80300,1700,2.16,139695661600
385,155900,바다로19호,KOSPI,서비스업,3160,20,0.64,48032012640
386,003610,방림,KOSPI,섬유의복,2715,-55,-1.99,114882754350
387,001340,백광산업,KOSPI,화학,5710,-90,-1.55,256484103970
388,035150,백산,KOSPI,화학,7980,-80,-0.99,193116000000
389,002410,범양건영,KOSPI,건설업,7840,-90,-1.13,194682738880
390,096300,베트남개발1,KOSPI,기타금융,240,0,0.0,33043250640
391,007210,벽산,KOSPI,비금속광물,3695,10,0.27,253329200000
392,002760,보락,KOSPI,화학,2110,-40,-1.86,126389000000
393,003850,보령제약,KOSPI,의약품,14550,-150,-1.02,999439500000
394,000890,보해양조,KOSPI,음식료품,997,-3,-0.3,137110509763
395,003000,부광약품,KOSPI,의약품,13350,-150,-1.11,948691704150
396,001270,부국증권,KOSPI,증권,24700,-200,-0.8,256136184200
397,001275,부국증권우,KOSPI,증권,22900,-200,-0.87,68700000000
398,026940,부국철강,KOSPI,철강금속,4730,10,0.21,94600000000
399,015350,부산가스,KOSPI,전기가스업,84100,-200,-0.24,925100000000
400,011390,부산산업,KOSPI,비금속광물,125000,500,0.4,132000000000
401,005030,부산주공,KOSPI,운수장비,630,-14,-2.17,35815195710
402,002070,비비안,KOSPI,섬유의복,3105,-70,-2.2,92510338950
403,100220,비상교육,KOSPI,서비스업,8260,-180,-2.13,107353080660
404,030790,비케이탑스,KOSPI,서비스업,3670,-95,-2.52,55406210200
405,005180,빙그레,KOSPI,음식료품,56200,100,0.18,553639744200
406,003960,사조대림,KOSPI,음식료품,27650,-350,-1.25,253397512550
407,008040,사조동아원,KOSPI,음식료품,1285,-10,-0.77,181370811000
408,007160,사조산업,KOSPI,"농업, 임업 및 어업",48350,400,0.83,241750000000
409,014710,사조씨푸드,KOSPI,음식료품,5230,-70,-1.32,90052979890
410,006090,사조오양,KOSPI,음식료품,9750,-140,-1.42,91871705250
411,001470,삼부토건,KOSPI,건설업,2125,-30,-1.39,292307071625
412,006400,삼성SDI,KOSPI,전기전자,746000,-4000,-0.53,51298339380000
413,006405,삼성SDI우,KOSPI,전기전자,381000,-1000,-0.26,616418376000
414,006660,삼성공조,KOSPI,운수장비,16900,600,3.68,137334706600
415,028260,삼성물산,KOSPI,유통업,117000,-3500,-2.9,21865788477000
416,02826K,삼성물산우B,KOSPI,유통업,111000,-2500,-2.2,180644175000
417,207940,삼성바이오로직스,KOSPI,의약품,886000,-12000,-1.34,58622190000000
418,032830,삼성생명,KOSPI,보험,69100,-700,-1.0,13820000000000
419,018260,삼성에스디에스,KOSPI,서비스업,155000,-5000,-3.13,11993559000000
420,028050,삼성엔지니어링,KOSPI,서비스업,25200,-1050,-4.0,4939200000000
421,009150,삼성전기,KOSPI,전기전자,167000,8000,5.03,12473847232000
422,009155,삼성전기우,KOSPI,전기전자,96400,6100,6.76,280233257600
423,005930,삼성전자,KOSPI,전기전자,70700,600,0.86,422063626285000
424,005935,삼성전자우,KOSPI,전기전자,65400,800,1.24,53816790180000
425,001360,삼성제약,KOSPI,의약품,5950,-80,-1.33,399614370050
426,010140,삼성중공업,KOSPI,운수장비,6380,-70,-1.09,4019400000000
427,010145,삼성중공우,KOSPI,운수장비,258500,-7500,-2.82,29687432500
428,016360,삼성증권,KOSPI,증권,47750,-1050,-2.15,4264075000000
429,068290,삼성출판사,KOSPI,서비스업,35200,50,0.14,352000000000
430,029780,삼성카드,KOSPI,기타금융,34650,-500,-1.42,4014510573150
431,000810,삼성화재,KOSPI,보험,236000,-15500,-6.16,11180461532000
432,000815,삼성화재우,KOSPI,보험,180000,-5500,-2.96,574560000000
433,006110,삼아알미늄,KOSPI,철강금속,26300,-650,-2.41,289300000000
434,145990,삼양사,KOSPI,음식료품,68100,-1300,-1.87,702345876900
435,145995,삼양사우,KOSPI,음식료품,43900,0,0.0,16246073000
436,003230,삼양식품,KOSPI,음식료품,82200,-1600,-1.91,619213833000
437,002170,삼양통상,KOSPI,기타제조업,64100,-200,-0.31,192300000000
438,272550,삼양패키징,KOSPI,화학,27200,0,0.0,386506668800
439,000070,삼양홀딩스,KOSPI,기타금융,104500,-3500,-3.24,894966319500
440,000075,삼양홀딩스우,KOSPI,기타금융,69800,-700,-0.99,21223248400
441,002810,삼영무역,KOSPI,유통업,15600,-50,-0.32,288084388800
442,005680,삼영전자,KOSPI,전기전자,12200,-100,-0.81,244000000000
443,003720,삼영화학,KOSPI,화학,3260,265,8.85,110840000000
444,023000,삼원강재,KOSPI,운수장비,3330,25,0.76,133200000000
445,004380,삼익THK,KOSPI,기계,12150,0,0.0,255150000000
446,002450,삼익악기,KOSPI,기타제조업,1840,5,0.27,166576883600
447,004440,삼일씨엔에스,KOSPI,비금속광물,10800,200,1.89,137505027600
448,000520,삼일제약,KOSPI,의약품,8210,-40,-0.48,111141093430
449,009770,삼정펄프,KOSPI,종이목재,30200,0,0.0,75499124200
450,005500,삼진제약,KOSPI,의약품,25900,50,0.19,360010000000
451,004690,삼천리,KOSPI,전기가스업,94700,-900,-0.94,384010867500
452,010960,삼호개발,KOSPI,건설업,5170,-40,-0.77,129250000000
453,004450,삼화왕관,KOSPI,기계,43850,300,0.69,94469519150
454,009470,삼화전기,KOSPI,전기전자,29300,-150,-0.51,193784926000
455,011230,삼화전자,KOSPI,전기전자,3765,-25,-0.66,39374144100
456,001820,삼화콘덴서,KOSPI,전기전자,57800,1100,1.94,600831000000
457,000390,삼화페인트,KOSPI,화학,9710,170,1.78,264145683990
458,001290,상상인증권,KOSPI,증권,1255,-5,-0.4,121821763170
459,041650,상신브레이크,KOSPI,운수장비,4530,40,0.89,97265668500
460,075180,새론오토모티브,KOSPI,운수장비,5490,-230,-4.02,105408000000
461,007540,샘표,KOSPI,기타금융,44350,-400,-0.89,127541730000
462,248170,샘표식품,KOSPI,음식료품,46400,-800,-1.69,211968470400
463,007860,서연,KOSPI,기타금융,14750,450,3.15,346327699000
464,200880,서연이화,KOSPI,운수장비,7620,90,1.2,205956689940
465,017390,서울가스,KOSPI,전기가스업,167500,1000,0.6,837500000000
466,004410,서울식품,KOSPI,음식료품,331,-3,-0.9,122441513809
467,004415,서울식품우,KOSPI,음식료품,4430,-180,-3.9,9854535000
468,021050,서원,KOSPI,철강금속,2165,-30,-1.37,102782487350
469,008490,서흥,KOSPI,화학,47900,-100,-0.21,554160512700
470,007610,선도전기,KOSPI,전기전자,4715,190,4.2,84870000000
471,136490,선진,KOSPI,음식료품,13200,-250,-1.86,313890772800
472,014910,성문전자,KOSPI,전기전자,2700,10,0.37,52614513900
473,014915,성문전자우,KOSPI,전기전자,9380,-30,-0.32,5628000000
474,003080,성보화학,KOSPI,화학,4280,-70,-1.61,85685600000
475,004980,성신양회,KOSPI,비금속광물,10800,350,3.35,264773588400
476,004985,성신양회우,KOSPI,비금속광물,15300,600,4.08,11255368500
477,011300,성안,KOSPI,섬유의복,787,0,0.0,44747135820
478,000180,성창기업지주,KOSPI,서비스업,2615,-50,-1.88,182400434000
479,002420,세기상사,KOSPI,서비스업,6160,0,0.0,25107667200
480,004360,세방,KOSPI,운수창고업,12400,-150,-1.2,239427756000
481,004365,세방우,KOSPI,운수창고업,7200,10,0.14,26562600000
482,004490,세방전지,KOSPI,전기전자,83700,-600,-0.71,1171800000000
483,001430,세아베스틸,KOSPI,철강금속,21850,-850,-3.74,783587300150
484,306200,세아제강,KOSPI,철강금속,104000,-1500,-1.42,294975200000
485,003030,세아제강지주,KOSPI,기타금융,126500,-2000,-1.56,523919610500
486,019440,세아특수강,KOSPI,철강금속,16050,-100,-0.62,137548500000
487,058650,세아홀딩스,KOSPI,철강금속,115000,-2000,-1.71,460000000000
488,013000,세우글로벌,KOSPI,유통업,3050,-150,-4.69,87550344550
489,091090,세원이앤씨,KOSPI,기계,1085,5,0.46,157878448735
490,021820,세원정공,KOSPI,운수장비,8090,0,0.0,80900000000
491,067830,세이브존I&C,KOSPI,유통업,3210,-45,-1.38,131741272950
492,033530,세종공업,KOSPI,운수장비,11100,-250,-2.2,308812667100
493,075580,세진중공업,KOSPI,운수장비,6650,30,0.45,378048882400
494,027970,세하,KOSPI,종이목재,1890,0,0.0,108794064330
495,308170,센트랄모텍,KOSPI,운수장비,28700,600,2.14,247107000000
496,012600,센트럴인사이트,KOSPI,기계,2490,0,0.0,33838831080
497,068270,셀트리온,KOSPI,의약품,215500,-3500,-1.6,29724931298000
498,336370,솔루스첨단소재,KOSPI,전기전자,80600,-1200,-1.47,2465534494800
499,33637K,솔루스첨단소재1우,KOSPI,전기전자,21550,-150,-0.69,158745920000
500,33637L,솔루스첨단소재2우B,KOSPI,전기전자,30200,-300,-0.98,49710710000
501,248070,솔루엠,KOSPI,전기전자,26100,-550,-2.06,1305144881100
502,004430,송원산업,KOSPI,화학,18250,400,2.24,438000000000
503,017550,수산중공업,KOSPI,기계,2690,-60,-2.18,145220088470
504,053210,스카이라이프,KOSPI,서비스업,10350,100,0.98,494957348100
505,134790,시디즈,KOSPI,기타제조업,67300,0,0.0,134600000000
506,016590,신대양제지,KOSPI,종이목재,86100,-1400,-1.6,346964230200
507,029530,신도리코,KOSPI,전기전자,33100,-50,-0.15,333648959900
508,004970,신라교역,KOSPI,"농업, 임업 및 어업",12900,-100,-0.77,206400000000
509,011930,신성이엔지,KOSPI,전기전자,2355,-30,-1.26,480473597445
510,005390,신성통상,KOSPI,유통업,3645,-115,-3.06,523817081550
511,004170,신세계,KOSPI,유통업,251000,-3000,-1.18,2471140431000
512,035510,신세계 I&C,KOSPI,서비스업,214000,-1000,-0.47,368080000000
513,034300,신세계건설,KOSPI,건설업,38850,50,0.13,155400000000
514,031430,신세계인터내셔날,KOSPI,유통업,168500,-1000,-0.59,1203090000000
515,031440,신세계푸드,KOSPI,서비스업,92100,-800,-0.86,356655408000
516,006880,신송홀딩스,KOSPI,유통업,5410,10,0.19,63994121780
517,005800,신영와코루,KOSPI,섬유의복,117000,0,0.0,105300000000
518,001720,신영증권,KOSPI,증권,63100,-300,-0.47,592271554700
519,001725,신영증권우,KOSPI,증권,63900,0,0.0,450735455700
520,009270,신원,KOSPI,섬유의복,3505,125,3.7,334968689565
521,009275,신원우,KOSPI,섬유의복,48250,0,0.0,4378205000
522,002700,신일전자,KOSPI,유통업,1955,10,0.51,138897903555
523,019170,신풍제약,KOSPI,의약품,57000,-1500,-2.56,3020144430000
524,019175,신풍제약우,KOSPI,의약품,74500,-1600,-2.1,163900000000
525,002870,신풍제지,KOSPI,종이목재,2600,-210,-7.47,90892620000
526,293940,신한알파리츠,KOSPI,서비스업,8060,0,0.0,421780791380
527,055550,신한지주,KOSPI,기타금융,38600,-950,-2.4,19940742784400
528,004080,신흥,KOSPI,유통업,16000,-150,-0.93,152000000000
529,102280,쌍방울,KOSPI,섬유의복,735,-13,-1.74,193005214815
530,003410,쌍용C&E,KOSPI,비금속광물,7730,50,0.65,3894834669350
531,003620,쌍용차,KOSPI,운수장비,2770,0,0.0,415056805540
532,004770,써니전자,KOSPI,전기전자,3870,5,0.13,134850192570
533,015540,쎌마테라퓨틱스,KOSPI,서비스업,6410,0,0.0,86229499400
534,004920,씨아이테크,KOSPI,기타제조업,990,2,0.2,39552201810
535,112610,씨에스윈드,KOSPI,기계,69300,-800,-1.14,2922478227900
536,008700,아남전자,KOSPI,전기전자,2380,20,0.85,183557071600
537,002790,아모레G,KOSPI,화학,50600,-1000,-1.94,4172383908000
538,00279K,아모레G3우(전환),KOSPI,화학,39700,1500,3.93,281560340000
539,002795,아모레G우,KOSPI,화학,18350,-100,-0.54,118243179500
540,090430,아모레퍼시픽,KOSPI,화학,185500,2000,1.09,10850406794500
541,090435,아모레퍼시픽우,KOSPI,화학,73000,-200,-0.27,770721590000
542,002030,아세아,KOSPI,서비스업,120500,-1000,-0.82,264018392000
543,183190,아세아시멘트,KOSPI,비금속광물,129500,8000,6.58,504507265500
544,002310,아세아제지,KOSPI,종이목재,46450,350,0.76,416029517900
545,012170,아센디오,KOSPI,서비스업,2825,650,29.89,179413478700
546,267850,아시아나IDT,KOSPI,서비스업,20950,50,0.24,232545000000
547,020560,아시아나항공,KOSPI,운수창고업,23350,-150,-0.64,1737514689400
548,122900,아이마켓코리아,KOSPI,유통업,10950,-150,-1.35,366045798000
549,010780,아이에스동서,KOSPI,비금속광물,45900,-400,-0.86,1417970615400
550,139990,아주스틸,KOSPI,철강금속,19200,0,0.0,507882028800
551,001780,알루코,KOSPI,철강금속,3990,-25,-0.62,358267015680
552,018250,애경산업,KOSPI,화학,22300,-200,-0.89,588941550500
553,161000,애경유화,KOSPI,화학,13400,-550,-3.94,429336000000
554,011090,에넥스,KOSPI,기타제조업,2415,-20,-0.82,144879813015
555,137310,에스디바이오센서,KOSPI,의료정밀,46150,500,1.1,4765972940950
556,005850,에스엘,KOSPI,운수장비,32250,-2400,-6.93,1554555683250
557,012750,에스원,KOSPI,서비스업,84800,-1800,-2.08,3222330294400
558,023960,에쓰씨엔지니어링,KOSPI,건설업,3935,-145,-3.55,113448359845
559,298690,에어부산,KOSPI,운수창고업,2765,5,0.18,536188800000
560,140910,에이리츠,KOSPI,서비스업,11400,-100,-0.87,48078246000
561,078520,에이블씨엔씨,KOSPI,화학,7970,-260,-3.16,215456668230
562,015260,에이엔피,KOSPI,전기전자,2140,10,0.47,47799915260
563,007460,에이프로젠 MED,KOSPI,기계,1810,-10,-0.55,360470966300
564,003060,에이프로젠제약,KOSPI,의약품,1010,-10,-0.98,402561524670
565,244920,에이플러스에셋,KOSPI,기타금융,10500,-100,-0.94,237380776500
566,036570,엔씨소프트,KOSPI,서비스업,621000,-18000,-2.82,13633447662000
567,138250,엔에스쇼핑,KOSPI,유통업,13900,-350,-2.46,468374400000
568,380440,엔에이치스팩19호,KOSPI,기타금융,2095,-15,-0.71,107452550000
569,085310,엔케이,KOSPI,기계,1140,-5,-0.44,91181021280
570,009810,엔케이물산,KOSPI,유통업,1885,-40,-2.08,151963169410
571,900140,엘브이엠씨홀딩스,KOSPI,유통업,3350,-20,-0.59,333175244950
572,097520,엠씨넥스,KOSPI,전기전자,44000,-400,-0.9,790384408000
573,014440,영보화학,KOSPI,화학,4325,-15,-0.35,86500000000
574,111770,영원무역,KOSPI,유통업,45650,-450,-0.98,2022818514200
575,009970,영원무역홀딩스,KOSPI,기타금융,47200,-700,-1.46,643599942400
576,003520,영진약품,KOSPI,의약품,4750,-60,-1.25,868740472250
577,000670,영풍,KOSPI,철강금속,697000,-24000,-3.33,1283901880000
578,006740,영풍제지,KOSPI,종이목재,6990,-150,-2.1,155178000000
579,012280,영화금속,KOSPI,운수장비,2010,-65,-3.13,107322955050
580,012160,영흥,KOSPI,철강금속,1085,-10,-0.91,109921753620
581,015360,예스코홀딩스,KOSPI,기타금융,38200,-400,-1.04,229200000000
582,007310,오뚜기,KOSPI,음식료품,485000,-3500,-0.72,1780910785000
583,002630,오리엔트바이오,KOSPI,의약품,1360,20,1.49,161272886800
584,271560,오리온,KOSPI,음식료품,119000,-1500,-1.24,4704799708000
585,001800,오리온홀딩스,KOSPI,기타금융,16150,-300,-1.82,1011723565300
586,011690,와이투솔루션,KOSPI,전기전자,2440,0,0.0,359254954280
587,070960,용평리조트,KOSPI,서비스업,6300,-160,-2.48,303239997900
588,316140,우리금융지주,KOSPI,기타금융,13200,-200,-1.49,9610399246800
589,118000,우리들휴브레인,KOSPI,유통업,1585,40,2.59,128897609605
590,010050,우리종금,KOSPI,기타금융,980,-20,-2.0,856719337880
591,006980,우성,KOSPI,음식료품,30100,-350,-1.15,93009000000
592,017370,우신시스템,KOSPI,기계,6990,320,4.8,128015237460
593,105840,우진,KOSPI,의료정밀,9460,-540,-5.4,192261388440
594,010400,우진아이엔에스,KOSPI,건설업,7870,-80,-1.01,59985140000
595,049800,우진플라임,KOSPI,기계,4480,0,0.0,89600000000
596,016880,웅진,KOSPI,기타금융,2275,-10,-0.44,181834107000
597,095720,웅진씽크빅,KOSPI,서비스업,3370,-15,-0.44,389255169450
598,005820,원림,KOSPI,섬유의복,21100,-350,-1.63,48487167000
599,010600,웰바이오텍,KOSPI,유통업,1840,-60,-3.16,107966128960
600,008600,윌비스,KOSPI,유통업,1910,-35,-1.8,125624351920
601,033270,유나이티드제약,KOSPI,의약품,48400,1300,2.76,786249384800
602,014830,유니드,KOSPI,화학,117000,-2000,-1.68,1040111631000
603,000910,유니온,KOSPI,비금속광물,6590,-210,-3.09,102880569210
604,047400,유니온머티리얼,KOSPI,비금속광물,3500,-90,-2.51,147000000000
605,011330,유니켐,KOSPI,기타제조업,1435,-15,-1.03,104150019785
606,077500,유니퀘스트,KOSPI,유통업,10800,200,1.89,295223130000
607,002920,유성기업,KOSPI,운수장비,3445,-15,-0.43,89389137500
608,000700,유수홀딩스,KOSPI,서비스업,6010,20,0.33,156511290120
609,003470,유안타증권,KOSPI,증권,4530,-15,-0.33,904172489280
610,003475,유안타증권우,KOSPI,증권,4530,20,0.44,58492320360
611,072130,유엔젤,KOSPI,서비스업,5460,-80,-1.44,72047178840
612,000220,유유제약,KOSPI,의약품,7550,-90,-1.18,130104250050
613,000225,유유제약1우,KOSPI,의약품,9960,-90,-0.9,22578622800
614,000227,유유제약2우B,KOSPI,의약품,22850,50,0.22,7439046000
615,001200,유진투자증권,KOSPI,증권,3840,-50,-1.29,371967045120
616,000100,유한양행,KOSPI,의약품,60800,-800,-1.3,4254355907200
617,000105,유한양행우,KOSPI,의약품,59300,-200,-0.34,70029742000
618,003460,유화증권,KOSPI,증권,2790,-10,-0.36,158199737850
619,003465,유화증권우,KOSPI,증권,2765,-35,-1.25,48322315125
620,008730,율촌화학,KOSPI,화학,22650,-50,-0.22,561720000000
621,008250,이건산업,KOSPI,종이목재,14000,-350,-2.44,153336890000
622,025820,이구산업,KOSPI,철강금속,3955,-5,-0.13,132263110000
623,214320,이노션,KOSPI,서비스업,59900,-900,-1.48,1198000000000
624,088260,이리츠코크렙,KOSPI,서비스업,6100,-50,-0.81,386383699000
625,139480,이마트,KOSPI,유통업,166000,-2000,-1.19,4627385954000
626,007660,이수페타시스,KOSPI,전기전자,4235,330,8.45,174771665530
627,005950,이수화학,KOSPI,화학,15300,-400,-2.55,427781023200
628,015020,이스타코,KOSPI,서비스업,3345,-95,-2.76,143338602000
629,093230,이아이디,KOSPI,유통업,388,-11,-2.76,324206283540
630,074610,이엔플러스,KOSPI,기계,3410,-35,-1.02,175114224450
631,102460,이연제약,KOSPI,의약품,57100,400,0.71,1027718746700
632,084680,이월드,KOSPI,기타제조업,2455,-15,-0.61,348134203815
633,350520,이지스레지던스리츠,KOSPI,서비스업,5420,-10,-0.18,111652000000
634,334890,이지스밸류리츠,KOSPI,서비스업,5910,10,0.17,141840000000
635,000760,이화산업,KOSPI,유통업,16850,-100,-0.59,47180000000
636,014990,인디에프,KOSPI,섬유의복,1715,55,3.31,101070086425
637,101140,인바이오젠,KOSPI,유통업,3665,90,2.52,188972520005
638,006490,인스코비,KOSPI,통신업,3440,30,0.88,377877464000
639,023800,인지컨트롤스,KOSPI,운수장비,17050,-650,-3.67,258480182400
640,034590,인천도시가스,KOSPI,전기가스업,28700,-400,-1.37,125555439800
641,129260,인터지스,KOSPI,운수창고업,3690,-60,-1.6,109769655060
642,023810,인팩,KOSPI,운수장비,15700,-650,-3.98,157000000000
643,249420,일동제약,KOSPI,의약품,14400,-100,-0.69,342767304000
644,000230,일동홀딩스,KOSPI,의약품,13650,-250,-1.8,157526460000
645,013360,일성건설,KOSPI,건설업,6480,-140,-2.11,350081222400
646,003120,일성신약,KOSPI,의약품,78100,-200,-0.26,207746000000
647,003200,일신방직,KOSPI,섬유의복,115500,0,0.0,277200000000
648,007110,일신석재,KOSPI,유통업,2790,50,1.82,216103941900
649,007570,일양약품,KOSPI,의약품,30350,-750,-2.41,579249902400
650,007575,일양약품우,KOSPI,의약품,29850,0,0.0,13285638000
651,008500,일정실업,KOSPI,섬유의복,22850,-500,-2.14,27420000000
652,081000,일진다이아,KOSPI,화학,38750,-200,-0.51,550365281250
653,020760,일진디스플,KOSPI,전기전자,3635,-95,-2.55,125292219610
654,020150,일진머티리얼즈,KOSPI,전기전자,103000,-1500,-1.44,4749416005000
655,103590,일진전기,KOSPI,전기전자,5780,-170,-2.86,214324654200
656,271940,일진하이솔루스,KOSPI,운수장비,72000,-1200,-1.64,2614549680000
657,015860,일진홀딩스,KOSPI,기타금융,6730,-110,-1.61,332108560590
658,226320,잇츠한불,KOSPI,화학,22100,-500,-2.21,484637861500
659,317400,자이에스앤디,KOSPI,서비스업,9600,150,1.59,372312192000
660,033240,자화전자,KOSPI,전기전자,19150,-250,-1.29,342785000000
661,000950,전방,KOSPI,섬유의복,41600,450,1.09,69888000000
662,348950,제이알글로벌리츠,KOSPI,서비스업,5540,70,1.28,917424000000
663,194370,제이에스코퍼레이션,KOSPI,기타제조업,26100,150,0.58,348059186100
664,025620,제이준코스메틱,KOSPI,화학,1195,-10,-0.83,88935011780
665,036420,제이콘텐트리,KOSPI,서비스업,68000,-400,-0.58,1199577528000
666,030000,제일기획,KOSPI,서비스업,24100,-500,-2.03,2772493522500
667,271980,제일약품,KOSPI,의약품,34300,-600,-1.72,504377109600
668,001560,제일연마,KOSPI,비금속광물,8870,70,0.8,88700000000
669,002620,제일파마홀딩스,KOSPI,서비스업,17700,50,0.28,282728383500
670,006220,제주은행,KOSPI,은행,6500,-80,-1.22,208837031000
671,089590,제주항공,KOSPI,운수창고업,22250,0,0.0,856616433750
672,004910,조광페인트,KOSPI,화학,8490,210,2.54,108672000000
673,004700,조광피혁,KOSPI,기타제조업,58500,0,0.0,388974573000
674,001550,조비,KOSPI,화학,26450,450,1.73,137334721550
675,000480,조선내화,KOSPI,비금속광물,88000,-100,-0.11,352000000000
676,120030,조선선재,KOSPI,기계,112500,1500,1.35,141485737500
677,018470,조일알미늄,KOSPI,철강금속,2310,-45,-1.91,237079275510
678,002600,조흥,KOSPI,음식료품,207000,-1000,-0.48,124200000000
679,185750,종근당,KOSPI,의약품,117000,-2000,-1.68,1336853583000
680,063160,종근당바이오,KOSPI,의약품,42250,-500,-1.17,231781894500
681,001630,종근당홀딩스,KOSPI,의약품,82200,-600,-0.72,411810574200
682,044380,주연테크,KOSPI,전기전자,1165,-25,-2.1,63623083685
683,013890,지누스,KOSPI,기타제조업,74300,-1600,-2.11,1173973435000
684,013870,지엠비코리아,KOSPI,운수장비,6580,-210,-3.09,125495602400
685,071320,지역난방공사,KOSPI,전기가스업,41750,-400,-0.95,483412562000
686,010580,지코,KOSPI,운수장비,1530,0,0.0,100210979160
687,035000,지투알,KOSPI,서비스업,6400,-60,-0.93,106031417600
688,088790,진도,KOSPI,유통업,3335,-55,-1.62,41513226240
689,003780,진양산업,KOSPI,화학,6920,-80,-1.14,89960000000
690,010640,진양폴리,KOSPI,화학,4000,-15,-0.37,40000000000
691,100250,진양홀딩스,KOSPI,화학,3225,10,0.31,180262316700
692,051630,진양화학,KOSPI,화학,4440,15,0.34,53280000000
693,272450,진에어,KOSPI,운수창고업,21600,-250,-1.14,972000000000
694,011000,진원생명과학,KOSPI,의약품,26500,50,0.19,1198104962000
695,002780,진흥기업,KOSPI,건설업,2125,-35,-1.62,309127458125
696,002787,진흥기업2우B,KOSPI,건설업,14800,100,0.68,4363158400
697,002785,진흥기업우B,KOSPI,건설업,5970,-20,-0.33,5117591460
698,009310,참엔지니어링,KOSPI,기계,1255,0,0.0,69688347820
699,000650,천일고속,KOSPI,운수창고업,69000,0,0.0,98616180000
700,033250,체시스,KOSPI,운수장비,1375,-5,-0.36,44000000000
701,035720,카카오,KOSPI,서비스업,125500,-3000,-2.33,55892845660000
702,323410,카카오뱅크,KOSPI,은행,64600,2600,4.19,30691475310200
703,006380,카프로,KOSPI,화학,4185,50,1.21,167400000000
704,109070,컨버즈,KOSPI,종이목재,4100,0,0.0,66185504600
705,001620,케이비아이동국실업,KOSPI,운수장비,1050,0,0.0,91578875850
706,029460,케이씨,KOSPI,의료정밀,22900,-150,-0.65,310387607600
707,281820,케이씨텍,KOSPI,의료정밀,23250,800,3.56,485031177000
708,381970,케이카,KOSPI,유통업,25050,150,0.6,1204567651650
709,145270,케이탑리츠,KOSPI,서비스업,1495,-15,-0.99,69105069865
710,357120,코람코에너지리츠,KOSPI,서비스업,6730,80,1.2,468542600000
711,007815,코리아써우,KOSPI,전기전자,6920,110,1.62,20515654800
712,007810,코리아써키트,KOSPI,전기전자,15650,-50,-0.32,369664753150
713,00781K,코리아써키트2우B,KOSPI,전기전자,8760,40,0.46,6865203240
714,003690,코리안리,KOSPI,보험,9800,-190,-1.9,1179617336800
715,192820,코스맥스,KOSPI,화학,125500,-5500,-4.2,1424363379500
716,044820,코스맥스비티아이,KOSPI,기타금융,17700,0,0.0,169989401700
717,005070,코스모신소재,KOSPI,화학,42850,-1850,-4.14,1289223193650
718,005420,코스모화학,KOSPI,화학,15850,-450,-2.76,440546835050
719,071950,코아스,KOSPI,기타제조업,1340,85,6.77,41415661400
720,002020,코오롱,KOSPI,기타금융,35950,-100,-0.28,453920014700
721,003070,코오롱글로벌,KOSPI,건설업,26500,-50,-0.19,668076607000
722,003075,코오롱글로벌우,KOSPI,건설업,33350,0,0.0,10431980050
723,144620,코오롱머티리얼,KOSPI,화학,3075,0,0.0,211125302625
724,002025,코오롱우,KOSPI,기타금융,20900,-150,-0.71,22496551000
725,120110,코오롱인더,KOSPI,화학,89100,-700,-0.78,2403814644000
726,120115,코오롱인더우,KOSPI,화학,41350,-350,-0.84,114451011000
727,138490,코오롱플라스틱,KOSPI,화학,16600,-700,-4.05,630800000000
728,021240,코웨이,KOSPI,서비스업,79200,-2000,-2.46,5844929824800
729,031820,콤텍시스템,KOSPI,서비스업,943,-7,-0.74,114151532438
730,192400,쿠쿠홀딩스,KOSPI,기타금융,22600,-600,-2.59,803705381000
731,284740,쿠쿠홈시스,KOSPI,서비스업,44400,-900,-1.99,996217452000
732,015590,큐로,KOSPI,기계,511,-3,-0.58,118149147018
733,264900,크라운제과,KOSPI,음식료품,10200,-350,-3.32,127743270000
734,26490K,크라운제과우,KOSPI,음식료품,15000,200,1.35,11603400000
